Australian Bureau of Statistics,,,,,,,,,,,,
#REF!,,,,,,,,,,,,
#REF!,,,,,,,,,,,,
Table 3 Correspondence,,,,,,,,,,,,
,,,,,,,,,,,,
POSTCODE,POSTCODE,SA2_MAINCODE_2011,SA2_NAME_2011,RATIO,PERCENTAGE,,,,,,,
3856,3856,205041098,Yallourn North - Glengarry,0.932863,93.2863033,,,,,,,
3856,3856,205051102,Rosedale,0.067137,6.7136967,,,,,,,
3857,3857,205041098,Yallourn North - Glengarry,0.1528181,15.2818071,,,,,,,
3857,3857,205051101,Maffra,0.0217964,2.1796382,,,,,,,
3857,3857,205051102,Rosedale,0.8253855,82.5385547,,,,,,,
3858,3858,205051099,Alps - West,0.0033832,0.3383183,,,,,,,
3858,3858,205051101,Maffra,0.8257896,82.5789644,,,,,,,
3858,3858,205051102,Rosedale,0.1708258,17.0825815,,,,,,,
3859,3859,205051101,Maffra,1.0,100.0,,,,,,,
3860,3860,205051101,Maffra,0.9999993,99.9999285,,,,,,,
3862,3862,205021082,Bruthen - Omeo,0.0370489,3.7048948,,,,,,,
3862,3862,205051099,Alps - West,0.0061774,0.6177386,,,,,,,
3862,3862,205051100,Longford - Loch Sport,0.0658609,6.5860868,,,,,,,
3862,3862,205051101,Maffra,0.8909111,89.0911092,,,,,,,
3864,3864,205021082,Bruthen - Omeo,1.0,100.0,,,,,,,
3865,3865,205021082,Bruthen - Omeo,1.0,100.0,,,,,,,
3869,3869,205041094,Churchill,1.0,100.0,,,,,,,
3870,3870,205031090,Leongatha,0.0066002,0.6600155,,,,,,,
3870,3870,205041094,Churchill,0.9901074,99.0107415,,,,,,,
3870,3870,205051104,Yarram,0.0032924,0.329243,,,,,,,
3871,3871,205011078,Trafalgar (Vic.),0.0241596,2.4159615,,,,,,,
3871,3871,205031087,Foster,0.0215576,2.1557624,,,,,,,
3871,3871,205031090,Leongatha,0.9443015,94.4301538,,,,,,,
3871,3871,205041094,Churchill,0.0099812,0.9981224,,,,,,,
3873,3873,205051102,Rosedale,0.9886462,98.8646178,,,,,,,
3873,3873,205051104,Yarram,0.0113538,1.1353822,,,,,,,
3874,3874,205051104,Yarram,1.0,100.0,,,,,,,
3875,3875,205021081,Bairnsdale,0.7960282,79.6028184,,,,,,,
3875,3875,205021082,Bruthen - Omeo,0.1487693,14.8769301,,,,,,,
3875,3875,205021086,Paynesville,0.0552024,5.5202411,,,,,,,
3878,3878,205021081,Bairnsdale,0.0036858,0.3685758,,,,,,,
3878,3878,205021086,Paynesville,0.9963142,99.6314242,,,,,,,
3880,3880,205021086,Paynesville,0.9989318,99.8931828,,,,,,,
3880,3880,205051100,Longford - Loch Sport,0.0010674,0.1067419,,,,,,,
3882,3882,205021082,Bruthen - Omeo,0.999999,99.9998954,,,,,,,
3885,3885,205021082,Bruthen - Omeo,0.7630103,76.3010257,,,,,,,
3885,3885,205021085,Orbost,0.236986,23.6985963,,,,,,,
3886,3886,205021085,Orbost,1.0,100.0,,,,,,,
3887,3887,205021084,Lakes Entrance,0.01586,1.5860039,,,,,,,
3887,3887,205021085,Orbost,0.98414,98.4139961,,,,,,,
3888,3888,205021085,Orbost,1.0,100.0,,,,,,,
3889,3889,205021085,Orbost,1.0,100.0,,,,,,,
3890,3890,205021085,Orbost,1.0,100.0,,,,,,,
3891,3891,205021085,Orbost,1.0,100.0,,,,,,,
3892,3892,205021085,Orbost,1.0,100.0,,,,,,,
3893,3893,205021082,Bruthen - Omeo,0.9943531,99.4353066,,,,,,,
3893,3893,205021085,Orbost,0.0056469,0.5646934,,,,,,,
3895,3895,205021082,Bruthen - Omeo,1.0,100.0,,,,,,,
3896,3896,205021082,Bruthen - Omeo,0.9999924,99.9992411,,,,,,,
3898,3898,204031069,Bright - Mount Beauty,0.1975126,19.7512578,,,,,,,
3898,3898,205021082,Bruthen - Omeo,0.8024874,80.2487422,,,,,,,
3900,3900,205021082,Bruthen - Omeo,0.9999883,99.9988314,,,,,,,
3902,3902,205021082,Bruthen - Omeo,1.0,100.0,,,,,,,
3903,3903,205021082,Bruthen - Omeo,0.0411166,4.1116553,,,,,,,
3903,3903,205021084,Lakes Entrance,0.9588834,95.8883447,,,,,,,
3904,3904,205021084,Lakes Entrance,0.9999992,99.9999183,,,,,,,
3909,3909,205021084,Lakes Entrance,0.9655172,96.5517228,,,,,,,
3909,3909,205021085,Orbost,0.0344824,3.448239,,,,,,,
3910,3910,214011374,Langwarrin,1.0,100.0,,,,,,,
3911,3911,214011374,Langwarrin,0.3443797,34.4379725,,,,,,,
3911,3911,214021385,Somerville,0.6556203,65.5620275,,,,,,,
3912,3912,212031308,Pearcedale - Tooradin,0.247678,24.7677957,,,,,,,
3912,3912,214021385,Somerville,0.752322,75.2322043,,,,,,,
3913,3913,214021385,Somerville,1.0,100.0,,,,,,,
3915,3915,214021378,Flinders,0.0379896,3.7989632,,,,,,,
3915,3915,214021379,Hastings - Somers,0.9620104,96.2010368,,,,,,,
3916,3916,214021378,Flinders,1.0,100.0,,,,,,,
3918,3918,214021379,Hastings - Somers,1.0,100.0,,,,,,,
3919,3919,214021379,Hastings - Somers,1.0,100.0,,,,,,,
3920,3920,214021379,Hastings - Somers,1.0,100.0,,,,,,,
3921,3921,205031088,French Island,1.0,100.0,,,,,,,
3922,3922,205031091,Phillip Island,1.0,100.0,,,,,,,
3923,3923,205031091,Phillip Island,1.0,100.0,,,,,,,
3925,3925,205031091,Phillip Island,0.6424365,64.2436526,,,,,,,
3925,3925,205031093,Wonthaggi - Inverloch,0.3575635,35.7563474,,,,,,,
3926,3926,214021378,Flinders,0.1362481,13.6248122,,,,,,,
3926,3926,214021379,Hastings - Somers,0.8637519,86.3751878,,,,,,,
3927,3927,214021379,Hastings - Somers,1.0,100.0,,,,,,,
3928,3928,214021378,Flinders,1.0,100.0,,,,,,,
3929,3929,214021378,Flinders,1.0,100.0,,,,,,,
3930,3930,214021381,Mount Eliza,1.0,100.0,,,,,,,
3931,3931,214021380,Mornington,1.0,100.0,,,,,,,
3933,3933,214021385,Somerville,1.0,100.0,,,,,,,
3934,3934,214021382,Mount Martha,1.0,100.0,,,,,,,
3936,3936,214021377,Dromana,0.9986394,99.8639359,,,,,,,
3936,3936,214021384,Rosebud - McCrae,0.0013606,0.1360641,,,,,,,
3937,3937,214021378,Flinders,1.0,99.9999987,,,,,,,
3938,3938,214021384,Rosebud - McCrae,1.0,100.0,,,,,,,
3939,3939,214021378,Flinders,0.0570709,5.707085,,,,,,,
3939,3939,214021383,Point Nepean,0.0264963,2.6496317,,,,,,,
3939,3939,214021384,Rosebud - McCrae,0.9164328,91.6432833,,,,,,,
3940,3940,214021384,Rosebud - McCrae,1.0,100.0,,,,,,,
3941,3941,214021383,Point Nepean,1.0,100.0,,,,,,,
3942,3942,214021383,Point Nepean,1.0,100.0,,,,,,,
3943,3943,214021383,Point Nepean,1.0,100.0,,,,,,,
3944,3944,214021383,Point Nepean,1.0,100.0,,,,,,,
3945,3945,205031089,Korumburra,0.7629634,76.2963355,,,,,,,
3945,3945,205031093,Wonthaggi - Inverloch,0.2370366,23.7036645,,,,,,,
3946,3946,205031089,Korumburra,1.0,100.0,,,,,,,
3950,3950,205031089,Korumburra,0.9967399,99.6739946,,,,,,,
3950,3950,205031090,Leongatha,0.0032601,0.3260054,,,,,,,
3951,3951,205031089,Korumburra,0.9453402,94.5340206,,,,,,,
3951,3951,205031090,Leongatha,0.0546598,5.4659794,,,,,,,
3953,3953,205011078,Trafalgar (Vic.),0.0005103,0.051028,,,,,,,
3953,3953,205031089,Korumburra,0.0012321,0.1232106,,,,,,,
3953,3953,205031090,Leongatha,0.9982576,99.8257615,,,,,,,
3954,3954,205031090,Leongatha,1.0,100.0,,,,,,,
3956,3956,205031087,Foster,0.9601321,96.0132093,,,,,,,
3956,3956,205031090,Leongatha,0.0398679,3.9867907,,,,,,,
3957,3957,205031087,Foster,1.0,100.0,,,,,,,
3958,3958,205031087,Foster,1.0,100.0,,,,,,,
3959,3959,205031087,Foster,1.0,100.0,,,,,,,
3960,3960,205031087,Foster,0.9945951,99.459512,,,,,,,
3960,3960,205031092,Wilsons Promontory,0.0054049,0.540488,,,,,,,
3962,3962,205031087,Foster,0.9671768,96.7176823,,,,,,,
3962,3962,205051104,Yarram,0.0328232,3.2823177,,,,,,,
3964,3964,205031087,Foster,1.0,100.0,,,,,,,
3965,3965,205031087,Foster,1.0,100.0,,,,,,,
3966,3966,205031087,Foster,0.742486,74.2485981,,,,,,,
3966,3966,205051104,Yarram,0.257514,25.7514019,,,,,,,
3967,3967,205031087,Foster,0.682038,68.2038007,,,,,,,
3967,3967,205051104,Yarram,0.317962,31.7961993,,,,,,,
3971,3971,205051104,Yarram,0.9999995,99.9999505,,,,,,,
3975,3975,212031306,Lynbrook - Lyndhurst,0.9974241,99.7424061,,,,,,,
3975,3975,212041311,Dandenong,0.0025759,0.2575907,,,,,,,
3976,3976,212031305,Hampton Park - Lynbrook,1.0,100.0,,,,,,,
3977,3977,212031300,Cranbourne,0.2765382,27.6538192,,,,,,,
3977,3977,212031301,Cranbourne East,0.1177594,11.7759446,,,,,,,
3977,3977,212031302,Cranbourne North,0.2164179,21.6417863,,,,,,,
3977,3977,212031303,Cranbourne South,0.0883079,8.8307936,,,,,,,
3977,3977,212031304,Cranbourne West,0.1298923,12.9892314,,,,,,,
3977,3977,212031307,Narre Warren South,0.0039088,0.3908775,,,,,,,
3977,3977,212031308,Pearcedale - Tooradin,0.0105009,1.0500948,,,,,,,
3977,3977,214011376,Skye - Sandhurst,0.1566549,15.665492,,,,,,,
3978,3978,212011290,Koo Wee Rup,0.2618333,26.1833299,,,,,,,
3978,3978,212031301,Cranbourne East,0.1961523,19.6152259,,,,,,,
3978,3978,212031303,Cranbourne South,0.5420144,54.2014442,,,,,,,
3979,3979,205031093,Wonthaggi - Inverloch,1.0,100.0,,,,,,,
3980,3980,212011290,Koo Wee Rup,0.0057145,0.5714522,,,,,,,
3980,3980,212031308,Pearcedale - Tooradin,0.9942855,99.4285478,,,,,,,
3981,3981,205011076,Drouin,0.0162322,1.6232213,,,,,,,
3981,3981,212011288,Bunyip - Garfield,0.0044401,0.4440087,,,,,,,
3981,3981,212011290,Koo Wee Rup,0.9793277,97.93277,,,,,,,
3984,3984,205031089,Korumburra,0.003076,0.3076023,,,,,,,
3984,3984,205031093,Wonthaggi - Inverloch,0.6343481,63.4348147,,,,,,,
3984,3984,212011290,Koo Wee Rup,0.3625758,36.257583,,,,,,,
3987,3987,205031089,Korumburra,0.9753204,97.5320413,,,,,,,
3987,3987,212011290,Koo Wee Rup,0.0246796,2.4679587,,,,,,,
3988,3988,205011076,Drouin,0.0104221,1.0422074,,,,,,,
3988,3988,205011079,Warragul,0.0715865,7.1586475,,,,,,,
3988,3988,205031089,Korumburra,0.9179915,91.7991451,,,,,,,
3990,3990,205031093,Wonthaggi - Inverloch,1.0,100.0,,,,,,,
3991,3991,205031093,Wonthaggi - Inverloch,1.0,100.0,,,,,,,
3992,3992,205031093,Wonthaggi - Inverloch,1.0,100.0,,,,,,,
3995,3995,205031093,Wonthaggi - Inverloch,1.0,100.0,,,,,,,
3996,3996,205031087,Foster,0.0127297,1.2729734,,,,,,,
3996,3996,205031093,Wonthaggi - Inverloch,0.9872703,98.7270266,,,,,,,
4000,4000,305011105,Brisbane City,0.6022749,60.227492,,,,,,,
4000,4000,305011106,Fortitude Valley,0.0183237,1.8323659,,,,,,,
4000,4000,305011111,Spring Hill,0.3787979,37.8797946,,,,,,,
4000,4000,305041136,Red Hill (Qld),0.0006035,0.0603468,,,,,,,
4005,4005,305011109,New Farm,0.9985962,99.8596244,,,,,,,
4005,4005,305031128,Newstead - Bowen Hills,0.0014038,0.1403756,,,,,,,
4006,4006,305011106,Fortitude Valley,0.3369345,33.6934485,,,,,,,
4006,4006,305011109,New Farm,0.0236086,2.3608619,,,,,,,
4006,4006,305011111,Spring Hill,0.0107518,1.0751761,,,,,,,
4006,4006,305031126,Kelvin Grove - Herston,0.1336273,13.3627291,,,,,,,
4006,4006,305031128,Newstead - Bowen Hills,0.494338,49.4337956,,,,,,,
4006,4006,305031130,Windsor,0.0007399,0.0739888,,,,,,,
4007,4007,305031119,Albion,0.0479085,4.7908526,,,,,,,
4007,4007,305031121,Ascot,0.471025,47.1024996,,,,,,,
4007,4007,305031122,Clayfield,0.0231892,2.3189198,,,,,,,
4007,4007,305031124,Hamilton (Qld),0.4322776,43.2277637,,,,,,,
4007,4007,305031125,Hendra,0.0018704,0.187038,,,,,,,
4008,4008,302031036,Brisbane Airport,0.2138702,21.3870185,,,,,,,
4008,4008,302031037,Eagle Farm - Pinkenba,0.7861298,78.6129815,,,,,,,
4009,4009,302031036,Brisbane Airport,0.2557344,25.5734368,,,,,,,
4009,4009,302031037,Eagle Farm - Pinkenba,0.0286847,2.8684742,,,,,,,
4009,4009,302031039,Nudgee - Banyo,0.0071089,0.7108941,,,,,,,
4009,4009,305031124,Hamilton (Qld),0.2989414,29.8941381,,,,,,,
4009,4009,305031125,Hendra,0.409526,40.952599,,,,,,,
4010,4010,305031119,Albion,0.9125658,91.2565849,,,,,,,
4010,4010,305031130,Windsor,0.060167,6.0166995,,,,,,,
4010,4010,305031131,Wooloowin - Lutwyche,0.0272664,2.7266385,,,,,,,
4011,4011,305031119,Albion,0.005859,0.5858983,,,,,,,
4011,4011,305031121,Ascot,0.0031955,0.3195487,,,,,,,
4011,4011,305031122,Clayfield,0.6608247,66.0824681,,,,,,,
4011,4011,305031125,Hendra,0.2984845,29.8484456,,,,,,,
4011,4011,305031131,Wooloowin - Lutwyche,0.0316364,3.1636392,,,,,,,
4012,4012,302021028,Chermside,0.0045385,0.4538517,,,,,,,
4012,4012,302021030,Geebung,0.000412,0.0412014,,,,,,,
4012,4012,302021031,Kedron - Gordon Park,0.0015466,0.1546627,,,,,,,
4012,4012,302021034,Wavell Heights,0.4706235,47.0623478,,,,,,,
4012,4012,302031040,Nundah,0.5214467,52.1446738,,,,,,,
4012,4012,305031122,Clayfield,0.0014324,0.1432443,,,,,,,
4013,4013,302031038,Northgate - Virginia,0.9724634,97.2463386,,,,,,,
4013,4013,302031040,Nundah,0.0274857,2.7485657,,,,,,,
4014,4014,302021034,Wavell Heights,0.0078536,0.7853559,,,,,,,
4014,4014,302031038,Northgate - Virginia,0.1927614,19.2761368,,,,,,,
4014,4014,302031039,Nudgee - Banyo,0.7993851,79.9385065,,,,,,,
4017,4017,302041041,Bracken Ridge,0.4676489,46.7648891,,,,,,,
4017,4017,302041042,Brighton (Qld),0.2527015,25.2701519,,,,,,,
4017,4017,302041043,Deagon,0.0963044,9.6304356,,,,,,,
4017,4017,302041044,Sandgate - Shorncliffe,0.1833452,18.3345231,,,,,,,
4018,4018,302041045,Taigum - Fitzgibbon,0.9999549,99.9954917,,,,,,,
4019,4019,313051377,Clontarf,0.4086468,40.8646837,,,,,,,
4019,4019,313051378,Margate - Woody Point,0.5713121,57.1312084,,,,,,,
4019,4019,313051379,Redcliffe,0.01186,1.185995,,,,,,,
4019,4019,313051380,Rothwell - Kippa-Ring,0.0081811,0.8181127,,,,,,,
4020,4020,313051379,Redcliffe,0.4411872,44.1187185,,,,,,,
4020,4020,313051380,Rothwell - Kippa-Ring,0.0118286,1.1828619,,,,,,,
4020,4020,313051381,Scarborough - Newport,0.5469842,54.6984189,,,,,,,
4021,4021,313051380,Rothwell - Kippa-Ring,1.0,99.9999984,,,,,,,
4022,4022,313041373,Deception Bay,0.0015715,0.1571458,,,,,,,
4022,4022,313051380,Rothwell - Kippa-Ring,0.9984285,99.8428522,,,,,,,
4025,4025,301021010,Redland Islands,1.0,100.0,,,,,,,
4029,4029,305031126,Kelvin Grove - Herston,1.0,100.0,,,,,,,
4030,4030,305031122,Clayfield,0.0040515,0.405154,,,,,,,
4030,4030,305031123,Grange,0.0037897,0.3789711,,,,,,,
4030,4030,305031129,Wilston,0.0007656,0.0765587,,,,,,,
4030,4030,305031130,Windsor,0.4254385,42.543852,,,,,,,
4030,4030,305031131,Wooloowin - Lutwyche,0.5659546,56.5954634,,,,,,,
4031,4031,302021031,Kedron - Gordon Park,0.997215,99.7215029,,,,,,,
4031,4031,302021034,Wavell Heights,0.002345,0.2344954,,,,,,,
4031,4031,305031131,Wooloowin - Lutwyche,0.00044,0.0440005,,,,,,,
4032,4032,302021027,Aspley,0.004802,0.4802028,,,,,,,
4032,4032,302021028,Chermside,0.5534349,55.3434877,,,,,,,
4032,4032,302021029,Chermside West,0.4119481,41.1948126,,,,,,,
4032,4032,302021031,Kedron - Gordon Park,0.0047746,0.4774586,,,,,,,
4032,4032,302021033,Stafford Heights,0.0213775,2.1377475,,,,,,,
4032,4032,302021034,Wavell Heights,0.0036628,0.366277,,,,,,,
4034,4034,302011023,Bridgeman Downs,0.008709,0.870901,,,,,,,
4034,4034,302011024,Carseldine,0.1822829,18.2282924,,,,,,,
4034,4034,302021027,Aspley,0.2973206,29.7320594,,,,,,,
4034,4034,302021029,Chermside West,0.0025385,0.253852,,,,,,,
4034,4034,302021030,Geebung,0.1030695,10.3069504,,,,,,,
4034,4034,302031035,Boondall,0.2101082,21.0108182,,,,,,,
4034,4034,302041043,Deagon,0.0006338,0.0633766,,,,,,,
4034,4034,302041045,Taigum - Fitzgibbon,0.0004714,0.0471404,,,,,,,
4034,4034,302041046,Zillmere,0.1947796,19.4779557,,,,,,,
4035,4035,302011023,Bridgeman Downs,0.3100946,31.0094582,,,,,,,
4035,4035,302011024,Carseldine,0.0077767,0.7776726,,,,,,,
4035,4035,302011026,McDowall,0.0066266,0.6626567,,,,,,,
4035,4035,314011382,Albany Creek,0.6755021,67.5502106,,,,,,,
4036,4036,302011022,Bald Hills,0.9837612,98.3761174,,,,,,,
4036,4036,302041041,Bracken Ridge,0.0162388,1.6238826,,,,,,,
4037,4037,314011385,Eatons Hill,0.9996934,99.9693409,,,,,,,
4037,4037,314011387,Samford Valley,0.0003066,0.030657,,,,,,,
4051,4051,302011025,Everton Park,0.0004018,0.0401777,,,,,,,
4051,4051,304041098,Enoggera,0.2953423,29.5342301,,,,,,,
4051,4051,304041101,Mitchelton,0.004688,0.4687955,,,,,,,
4051,4051,305031120,Alderley,0.2173806,21.7380575,,,,,,,
4051,4051,305031123,Grange,0.157922,15.7921952,,,,,,,
4051,4051,305031127,Newmarket,0.1712483,17.1248259,,,,,,,
4051,4051,305031129,Wilston,0.1487061,14.8706071,,,,,,,
4051,4051,305031130,Windsor,0.0028779,0.2877876,,,,,,,
4051,4051,305041132,Ashgrove,0.0013484,0.1348416,,,,,,,
4053,4053,302011023,Bridgeman Downs,0.0002901,0.0290082,,,,,,,
4053,4053,302011025,Everton Park,0.202616,20.2615987,,,,,,,
4053,4053,302011026,McDowall,0.1690337,16.9033663,,,,,,,
4053,4053,302021031,Kedron - Gordon Park,0.0063584,0.6358389,,,,,,,
4053,4053,302021032,Stafford,0.1472722,14.7272156,,,,,,,
4053,4053,302021033,Stafford Heights,0.157678,15.7678048,,,,,,,
4053,4053,304041100,Keperra,0.0079736,0.7973583,,,,,,,
4053,4053,304041101,Mitchelton,0.1762687,17.6268665,,,,,,,
4053,4053,305031120,Alderley,0.000296,0.029599,,,,,,,
4053,4053,305031123,Grange,0.0002413,0.0241321,,,,,,,
4053,4053,314011386,Hills District,0.1319721,13.1972116,,,,,,,
4054,4054,304041100,Keperra,0.4815359,48.1535906,,,,,,,
4054,4054,304041101,Mitchelton,0.0221002,2.2100174,,,,,,,
4054,4054,314011386,Hills District,0.4963304,49.6330426,,,,,,,
4055,4055,304041100,Keperra,0.0019157,0.1915677,,,,,,,
4055,4055,304041104,Upper Kedron - Ferny Grove,0.4637704,46.3770418,,,,,,,
4055,4055,314011382,Albany Creek,0.0018474,0.1847397,,,,,,,
4055,4055,314011386,Hills District,0.5322474,53.224739,,,,,,,
4055,4055,314011387,Samford Valley,0.0002191,0.0219119,,,,,,,
4059,4059,305011105,Brisbane City,0.0005272,0.0527184,,,,,,,
4059,4059,305031126,Kelvin Grove - Herston,0.5196607,51.9660736,,,,,,,
4059,4059,305041135,Paddington - Milton,0.0109215,1.0921545,,,,,,,
4059,4059,305041136,Red Hill (Qld),0.4688905,46.8890513,,,,,,,
4060,4060,304041098,Enoggera,0.001649,0.1649018,,,,,,,
4060,4060,305031120,Alderley,0.0019968,0.1996764,,,,,,,
4060,4060,305041132,Ashgrove,0.9933052,99.330522,,,,,,,
4060,4060,305041134,Bardon,0.003049,0.3048988,,,,,,,
4061,4061,304041100,Keperra,0.0001392,0.0139242,,,,,,,
4061,4061,304041103,The Gap,0.9870278,98.7027793,,,,,,,
4061,4061,305041132,Ashgrove,0.0128298,1.282979,,,,,,,
4064,4064,305041134,Bardon,0.0127454,1.2745357,,,,,,,
4064,4064,305041135,Paddington - Milton,0.960931,96.0931049,,,,,,,
4064,4064,305041136,Red Hill (Qld),0.0263236,2.6323594,,,,,,,
4065,4065,305041132,Ashgrove,0.002799,0.2799022,,,,,,,
4065,4065,305041133,Auchenflower,0.0018272,0.1827216,,,,,,,
4065,4065,305041134,Bardon,0.9817686,98.1768644,,,,,,,
4065,4065,305041135,Paddington - Milton,0.0096128,0.9612756,,,,,,,
4065,4065,305041136,Red Hill (Qld),0.0039924,0.3992362,,,,,,,
4066,4066,304031097,Taringa,0.0083859,0.8385922,,,,,,,
4066,4066,305041133,Auchenflower,0.3293006,32.9300596,,,,,,,
4066,4066,305041134,Bardon,0.0179516,1.7951594,,,,,,,
4066,4066,305041135,Paddington - Milton,0.0061778,0.6177795,,,,,,,
4066,4066,305041137,Toowong,0.6381837,63.8183724,,,,,,,
4067,4067,304031096,St Lucia,0.9999998,99.9999778,,,,,,,
4068,4068,304021088,Chapel Hill,0.0052994,0.5299383,,,,,,,
4068,4068,304031092,Chelmer - Graceville,0.115547,11.5547005,,,,,,,
4068,4068,304031094,Indooroopilly,0.5192623,51.9262294,,,,,,,
4068,4068,304031096,St Lucia,0.0054365,0.5436468,,,,,,,
4068,4068,304031097,Taringa,0.3470897,34.7089699,,,,,,,
4068,4068,305041137,Toowong,0.0073652,0.7365151,,,,,,,
4069,4069,304021087,Brookfield - Kenmore Hills,0.2103606,21.0360649,,,,,,,
4069,4069,304021088,Chapel Hill,0.3048889,30.4888871,,,,,,,
4069,4069,304021089,Fig Tree Pocket,0.1108551,11.0855149,,,,,,,
4069,4069,304021090,Kenmore,0.2574884,25.7488355,,,,,,,
4069,4069,304021091,Pinjarra Hills - Pullenvale,0.1161826,11.6182628,,,,,,,
4069,4069,304031094,Indooroopilly,0.0001988,0.0198793,,,,,,,
4070,4070,304021086,Bellbowrie - Moggill,0.8530336,85.3033581,,,,,,,
4070,4070,304021091,Pinjarra Hills - Pullenvale,0.1451913,14.5191328,,,,,,,
4070,4070,310031289,Karalee - Barellan Point,0.0017751,0.1775081,,,,,,,
4072,4072,304031096,St Lucia,1.0,100.0,,,,,,,
4073,4073,304011084,Seventeen Mile Rocks - Sinnamon Park,1.0,100.0,,,,,,,
4074,4074,304011081,Jindalee - Mount Ommaney,0.3121993,31.219934,,,,,,,
4074,4074,304011082,Middle Park - Jamboree Heights,0.3042958,30.4295805,,,,,,,
4074,4074,304011083,Riverhills,0.1639377,16.3937687,,,,,,,
4074,4074,304011084,Seventeen Mile Rocks - Sinnamon Park,0.00817,0.8170004,,,,,,,
4074,4074,304011085,Westlake,0.188204,18.8204007,,,,,,,
4074,4074,310011271,Darra - Sumner,0.0231932,2.3193157,,,,,,,
4075,4075,304011084,Seventeen Mile Rocks - Sinnamon Park,0.0121684,1.2168391,,,,,,,
4075,4075,304031092,Chelmer - Graceville,0.1850111,18.50111,,,,,,,
4075,4075,304031093,Corinda,0.218493,21.8493035,,,,,,,
4075,4075,304031095,Sherwood,0.2445343,24.4534289,,,,,,,
4075,4075,310011271,Darra - Sumner,0.0009978,0.0997759,,,,,,,
4075,4075,310011272,Durack,0.0161685,1.6168519,,,,,,,
4075,4075,310011275,Oxley (Qld),0.3226269,32.2626906,,,,,,,
4076,4076,310011271,Darra - Sumner,0.5629637,56.2963732,,,,,,,
4076,4076,310011274,Inala - Richlands,0.0010325,0.1032533,,,,,,,
4076,4076,310011276,Wacol,0.4360036,43.6003588,,,,,,,
4077,4077,303051074,Pallara - Willawong,0.0035407,0.3540706,,,,,,,
4077,4077,310011272,Durack,0.2467388,24.673885,,,,,,,
4077,4077,310011273,Forest Lake - Doolandella,0.1359852,13.5985183,,,,,,,
4077,4077,310011274,Inala - Richlands,0.6137353,61.3735261,,,,,,,
4078,4078,303051074,Pallara - Willawong,0.0489075,4.890747,,,,,,,
4078,4078,310011273,Forest Lake - Doolandella,0.9510925,95.109253,,,,,,,
4101,4101,303021054,Fairfield - Dutton Park,0.0006969,0.0696926,,,,,,,
4101,4101,305011107,Highgate Hill,0.2941683,29.4168342,,,,,,,
4101,4101,305011110,South Brisbane,0.2801948,28.0194769,,,,,,,
4101,4101,305011112,West End,0.42494,42.4939963,,,,,,,
4102,4102,303021054,Fairfield - Dutton Park,0.2207023,22.070232,,,,,,,
4102,4102,303021055,Greenslopes,0.0038554,0.3855371,,,,,,,
4102,4102,303021058,Woolloongabba,0.7203827,72.0382659,,,,,,,
4102,4102,305011107,Highgate Hill,0.0368899,3.688993,,,,,,,
4102,4102,305011110,South Brisbane,0.0155907,1.5590697,,,,,,,
4102,4102,305021115,East Brisbane,0.0025789,0.2578889,,,,,,,
4103,4103,303021052,Annerley,0.798431,79.8431048,,,,,,,
4103,4103,303021054,Fairfield - Dutton Park,0.1971557,19.7155731,,,,,,,
4103,4103,303021059,Yeronga,0.0006096,0.0609616,,,,,,,
4103,4103,303041068,Moorooka,0.0011285,0.1128525,,,,,,,
4103,4103,303041071,Tarragindi,0.0026751,0.2675079,,,,,,,
4104,4104,303021059,Yeronga,0.9999998,99.9999827,,,,,,,
4105,4105,303021052,Annerley,0.003365,0.336499,,,,,,,
4105,4105,303021059,Yeronga,0.2055709,20.557095,,,,,,,
4105,4105,303041068,Moorooka,0.780854,78.0853955,,,,,,,
4105,4105,303041071,Tarragindi,0.0102101,1.0210096,,,,,,,
4106,4106,303051076,Rocklea - Acacia Ridge,0.9915857,99.1585742,,,,,,,
4106,4106,304031093,Corinda,0.0084143,0.8414258,,,,,,,
4107,4107,303041067,Coopers Plains,0.0505344,5.0534358,,,,,,,
4107,4107,303041068,Moorooka,0.0041514,0.4151432,,,,,,,
4107,4107,303041070,Salisbury - Nathan,0.9453142,94.5314174,,,,,,,
4108,4108,303041067,Coopers Plains,0.8377611,83.7761127,,,,,,,
4108,4108,303041069,Robertson,0.0419871,4.198709,,,,,,,
4108,4108,303051076,Rocklea - Acacia Ridge,0.1032073,10.3207288,,,,,,,
4108,4108,303061079,Sunnybank,0.0170445,1.7044495,,,,,,,
4109,4109,303031061,Macgregor (Qld),0.1562204,15.622044,,,,,,,
4109,4109,303031065,Upper Mount Gravatt,0.000492,0.0491982,,,,,,,
4109,4109,303041067,Coopers Plains,0.0011655,0.1165494,,,,,,,
4109,4109,303041069,Robertson,0.132537,13.2537032,,,,,,,
4109,4109,303061078,Runcorn,0.0054796,0.5479596,,,,,,,
4109,4109,303061079,Sunnybank,0.2266277,22.662768,,,,,,,
4109,4109,303061080,Sunnybank Hills,0.4774777,47.747771,,,,,,,
4110,4110,303051072,Algester,0.0176651,1.7665138,,,,,,,
4110,4110,303051074,Pallara - Willawong,0.2642613,26.4261347,,,,,,,
4110,4110,303051075,Parkinson - Drewvale,0.0025163,0.2516265,,,,,,,
4110,4110,303051076,Rocklea - Acacia Ridge,0.7137106,71.3710603,,,,,,,
4110,4110,303061080,Sunnybank Hills,0.0017331,0.1733138,,,,,,,
