"Taxation statistics 2021–22 Individuals: Taxable income, by state/territory1 and postcode, 2021–22 income year2",,,,,,,,
State/ Territory1,Postcode,"Individuals
no.","Taxable income or loss
no.","Taxable income or loss
$","Average taxable income or loss3
$","Median taxable income or loss3
$",Australian rank5 descending,Ranking by state5/ territory descending
VIC,3751,131,127,"9,104,277","69,498","52,033",823,201
VIC,3752,"15,237","15,077","976,349,947","64,078","54,958","1,179",289
VIC,3753,"3,069","3,037","204,025,077","66,479","58,397","1,001",239
VIC,3754,"29,665","29,324","1,927,247,393","64,967","56,582","1,111",264
VIC,3755,125,123,"8,685,133","69,481","48,452",825,202
VIC,3756,"9,851","9,720","612,806,848","62,208","53,454","1,327",326
VIC,3757,"5,422","5,351","360,515,408","66,491","51,405",999,237
VIC,3758,"1,339","1,323","85,429,350","63,801","55,081","1,201",294
VIC,3759,692,689,"76,312,718","110,278","53,998",126,34
VIC,3760,269,268,"18,719,621","69,590","48,649",817,199
VIC,3761,761,754,"53,882,620","70,805","50,446",755,181
VIC,3762,71,70,"5,718,071","80,536","59,984",422,107
VIC,3763,"1,051","1,040","63,829,927","60,733","50,524","1,431",356
VIC,3764,"5,906","5,844","394,388,736","66,778","53,658",986,233
VIC,3765,"4,119","4,085","280,496,413","68,098","56,019",895,213
VIC,3766,730,722,"49,653,857","68,019","54,970",905,215
VIC,3767,724,713,"54,460,766","75,222","54,338",568,140
VIC,3770,"2,037","1,990","175,957,621","86,381","52,520",328,86
VIC,3775,"2,571","2,528","175,184,313","68,139","51,954",893,212
VIC,3777,"6,303","6,242","375,274,132","59,539","47,257","1,535",386
VIC,3778,136,131,"6,903,908","50,764","48,530","2,252",603
VIC,3779,296,284,"14,818,588","50,063","35,808","2,295",617
VIC,3781,"2,683","2,657","170,546,191","63,565","54,214","1,219",299
VIC,3782,"4,972","4,907","348,478,731","70,088","53,023",791,191
VIC,3783,"1,507","1,491","100,189,028","66,482","52,250","1,000",238
VIC,3786,951,946,"75,799,100","79,705","54,401",433,110
VIC,3787,653,646,"50,612,021","77,507","49,839",501,127
VIC,3788,"1,106","1,092","83,021,367","75,065","50,319",574,142
VIC,3789,169,169,"14,691,603","86,933","55,818",318,84
VIC,3791,896,885,"65,536,618","73,144","57,185",650,158
VIC,3792,641,638,"45,548,084","71,058","51,868",740,176
VIC,3793,"2,156","2,132","138,989,149","64,466","50,047","1,148",281
VIC,3795,901,890,"60,045,246","66,643","49,669",993,235
VIC,3796,"5,938","5,891","376,109,768","63,339","53,162","1,240",305
VIC,3797,"2,079","2,059","115,199,405","55,411","45,840","1,896",493
VIC,3799,"3,190","3,151","168,171,518","52,718","44,664","2,122",558
VIC,3802,"14,135","13,967","803,084,150","56,815","48,384","1,774",454
VIC,3803,"6,090","6,007","316,421,361","51,958","45,634","2,172",574
VIC,3804,"5,385","5,350","427,460,877","79,380","55,922",441,113
VIC,3805,"34,456","34,010","2,033,666,111","59,022","50,250","1,574",395
VIC,3806,"31,595","31,264","2,619,994,661","82,924","55,750",373,98
VIC,3807,"4,922","4,876","366,450,137","74,451","57,767",589,150
VIC,3808,"2,012","1,998","213,483,172","106,105","58,597",148,43
VIC,3809,"12,960","12,825","842,299,118","64,992","57,682","1,108",262
VIC,3810,"32,270","31,842","1,861,027,371","57,671","50,980","1,697",433
VIC,3812,"1,549","1,528","96,900,698","62,557","48,137","1,296",318
VIC,3813,582,572,"35,034,018","60,196","50,366","1,474",367
VIC,3814,"1,521","1,500","98,836,142","64,981","51,171","1,110",263
VIC,3815,"2,138","2,115","197,221,513","92,246","51,410",259,72
VIC,3816,"1,825","1,799","105,045,621","57,559","49,460","1,711",440
VIC,3818,"10,169","10,034","581,580,359","57,192","48,519","1,741",447
VIC,3820,"12,354","12,234","790,514,595","63,989","51,019","1,187",291
VIC,3821,"1,877","1,845","116,519,142","62,077","46,228","1,333",330
VIC,3822,671,659,"40,097,600","59,758","50,069","1,517",379
VIC,3823,"1,323","1,301","77,243,084","58,385","47,743","1,627",410
VIC,3824,"3,150","3,122","203,430,077","64,581","49,588","1,139",278
VIC,3825,"11,005","10,866","620,697,059","56,401","46,308","1,810",464
VIC,3831,"1,158","1,146","74,881,534","64,665","45,487","1,132",274
VIC,3832,164,158,"8,111,032","49,458","40,612","2,329",630
VIC,3833,190,186,"8,368,867","44,047","31,622","2,531",688
VIC,3835,343,336,"19,022,673","55,460","44,000","1,895",492
VIC,3840,"8,516","8,405","470,161,603","55,209","44,406","1,922",505
VIC,3842,"2,542","2,507","136,628,637","53,748","45,636","2,030",533
VIC,3844,"18,365","18,198","1,248,406,591","67,977","53,827",911,216
VIC,3847,"1,267","1,236","70,015,902","55,261","46,641","1,917",502
VIC,3850,"8,696","8,603","555,589,644","63,890","49,112","1,195",292
VIC,3851,"2,878","2,807","165,778,506","57,602","43,364","1,706",436
VIC,3852,100,99,"7,313,808","73,138","71,692",651,159
VIC,3853,73,72,"7,991,421","109,472","61,998",129,35
VIC,3854,952,939,"65,998,018","69,326","57,351",834,204
VIC,3856,652,645,"39,752,501","60,970","50,280","1,418",348
VIC,3857,222,218,"11,329,564","51,034","47,472","2,236",598
VIC,3858,"1,794","1,764","93,663,084","52,209","46,014","2,151",570
VIC,3859,496,481,"27,162,173","54,762","46,389","1,959",519
VIC,3860,"4,319","4,256","254,515,382","58,929","46,428","1,589",397
VIC,3862,"2,215","2,181","123,408,595","55,715","48,229","1,866",484
VIC,3864,124,123,"5,721,442","46,141","42,802","2,469",668
VIC,3865,342,337,"16,920,315","49,475","40,973","2,328",629
VIC,3869,"1,157","1,140","75,611,316","65,351","50,724","1,087",256
VIC,3870,736,721,"38,373,704","52,138","44,990","2,159",572
VIC,3871,"1,687","1,663","98,098,789","58,150","46,368","1,644",414
VIC,3873,206,201,"10,047,208","48,773","38,394","2,367",643
VIC,3874,389,374,"41,883,073","107,669","38,609",135,37
VIC,3875,"11,544","11,417","624,329,237","54,083","45,514","2,003",528
VIC,3878,760,749,"41,345,588","54,402","44,702","1,985",525
VIC,3880,"2,283","2,251","116,594,186","51,071","38,863","2,234",597
VIC,3882,835,830,"45,114,241","54,029","47,810","2,009",529
VIC,3885,"1,117","1,096","55,036,707","49,272","43,014","2,338",633
VIC,3886,215,212,"10,767,419","50,081","40,610","2,292",616
VIC,3887,188,182,"9,402,435","50,013","32,075","2,300",621
VIC,3888,"1,870","1,840","95,088,686","50,850","43,056","2,248",601
VIC,3889,70,68,"2,033,531","29,050","22,438","2,624",700
VIC,3890,171,168,"7,446,603","43,547","33,988","2,546",691
VIC,3891,67,66,"2,841,842","42,416","34,256","2,568",694
VIC,3892,612,607,"28,470,462","46,520","36,656","2,456",662
VIC,3895,121,114,"5,491,365","45,383","37,681","2,489",675
VIC,3896,227,225,"12,474,912","54,956","40,390","1,942",511
VIC,3898,411,401,"21,293,290","51,808","41,696","2,190",581
VIC,3900,109,107,"6,922,115","63,506","46,131","1,226",303
VIC,3902,245,244,"11,667,161","47,621","38,584","2,421",653
VIC,3903,456,446,"22,858,806","50,129","40,286","2,290",615
VIC,3904,"1,071","1,059","59,598,746","55,648","39,586","1,873",487
VIC,3909,"4,467","4,406","218,019,165","48,807","38,520","2,365",641
VIC,3910,"14,282","14,164","939,412,643","65,776","55,820","1,061",253
VIC,3911,"2,163","2,145","146,688,940","67,817","52,515",918,219
VIC,3912,"9,535","9,453","630,784,447","66,155","52,786","1,030",248
VIC,3913,"2,250","2,230","149,975,000","66,656","51,252",992,234
VIC,3915,"5,504","5,436","319,819,458","58,107","48,055","1,647",415
VIC,3916,660,654,"109,747,229","166,284","53,180",22,7
VIC,3918,"2,575","2,551","166,871,948","64,805","48,089","1,120",269
VIC,3919,"1,909","1,892","109,820,167","57,528","48,560","1,715",441
VIC,3920,404,403,"25,361,030","62,775","58,466","1,285",315
VIC,3921,70,67,"4,034,622","57,637","31,250","1,702",435
VIC,3922,"5,586","5,509","299,525,857","53,621","39,438","2,042",537
VIC,3923,462,457,"36,542,585","79,097","39,927",448,115
VIC,3925,"2,600","2,572","158,835,818","61,091","44,984","1,407",343
VIC,3926,"2,181","2,161","230,545,260","105,706","51,091",151,45
VIC,3927,"1,078","1,058","106,471,191","98,767","49,313",190,56
VIC,3928,313,306,"38,762,835","123,843","50,795",72,16
VIC,3929,723,713,"109,077,079","150,867","51,726",32,9
VIC,3930,"11,515","11,404","1,211,213,721","105,186","61,130",153,47
VIC,3931,"14,979","14,854","1,063,193,872","70,979","49,572",745,178
VIC,3933,720,705,"65,095,273","90,410","50,904",279,76
VIC,3934,"12,080","11,962","1,002,411,426","82,981","53,074",370,97
VIC,3936,"7,694","7,598","514,116,454","66,820","45,508",982,232
VIC,3937,"1,053","1,042","121,194,766","115,095","55,077",101,25
VIC,3938,"2,056","2,018","129,104,026","62,794","44,392","1,284",314
VIC,3939,"8,589","8,510","514,497,569","59,902","44,184","1,506",373
VIC,3940,"2,359","2,331","126,911,169","53,799","41,157","2,026",532
VIC,3941,"7,637","7,557","479,712,003","62,814","43,231","1,281",312
VIC,3942,"1,686","1,657","141,985,269","84,214","43,903",353,90
VIC,3943,"1,241","1,226","156,703,846","126,272","52,585",66,14
VIC,3944,586,574,"130,014,160","221,867","77,610",7,2
VIC,3945,643,631,"35,618,072","55,394","44,065","1,899",495
VIC,3946,174,168,"10,818,329","62,174","46,288","1,328",327
VIC,3950,"2,870","2,836","160,943,075","56,078","45,212","1,837",474
VIC,3951,669,653,"34,934,018","52,218","41,130","2,149",568
VIC,3953,"4,891","4,825","275,676,836","56,364","45,300","1,817",467
VIC,3954,267,264,"15,598,397","58,421","45,932","1,625",409
VIC,3956,"1,660","1,630","91,761,108","55,278","40,380","1,916",501
VIC,3957,207,201,"10,482,916","50,642","43,419","2,259",607
VIC,3958,172,169,"10,107,649","58,765","44,958","1,596",399
VIC,3959,729,714,"39,725,849","54,494","41,014","1,982",524
VIC,3960,"1,556","1,535","84,973,240","54,610","40,256","1,974",522
VIC,3962,522,501,"22,866,769","43,806","37,531","2,537",690
VIC,3964,108,108,"6,986,698","64,692","51,175","1,129",273
VIC,3965,118,114,"5,192,868","44,007","41,533","2,533",689
VIC,3966,316,308,"18,277,791","57,841","41,142","1,678",425
VIC,3967,72,70,"4,487,741","62,330","43,203","1,319",323
VIC,3971,"2,322","2,259","110,189,544","47,455","39,505","2,427",655
VIC,3975,"10,783","10,624","664,536,636","61,628","54,363","1,363",338
VIC,3976,"14,153","13,909","717,491,257","50,695","47,649","2,255",606
VIC,3977,"68,492","67,632","4,046,612,497","59,082","52,115","1,570",393
VIC,3978,"28,771","28,413","1,745,538,328","60,670","54,548","1,438",358
VIC,3979,238,234,"12,987,646","54,570","45,255","1,976",523
VIC,3980,"2,129","2,112","131,503,797","61,768","51,599","1,356",337
VIC,3981,"3,219","3,151","192,014,560","59,650","51,222","1,529",384
VIC,3984,"4,375","4,317","252,358,259","57,682","48,647","1,696",432
VIC,3987,944,929,"54,713,427","57,959","50,978","1,664",420
VIC,3988,712,700,"37,656,587","52,888","42,817","2,106",555
VIC,3990,95,92,"5,010,550","52,743","50,716","2,117",557
VIC,3991,264,257,"13,570,864","51,405","37,978","2,208",587
VIC,3992,771,758,"40,272,968","52,235","44,847","2,148",567
VIC,3995,"6,385","6,298","326,675,125","51,163","40,790","2,229",594
VIC,3996,"3,792","3,750","238,782,815","62,970","44,598","1,270",311
WA ,6000,"11,248","11,014","911,162,631","81,007","54,990",409,74
WA ,6003,"3,086","3,040","243,165,446","78,796","58,531",461,85
WA ,6004,"8,705","8,580","752,820,326","86,481","63,229",325,54
WA ,6005,"4,637","4,557","441,254,027","95,159","65,648",225,35
WA ,6006,"6,296","6,241","604,348,279","95,989","70,367",214,33
WA ,6007,"5,579","5,534","619,913,198","111,115","75,239",121,17
WA ,6008,"10,664","10,552","1,222,707,878","114,658","71,444",102,12
WA ,6009,"11,965","11,793","2,102,690,587","175,737","64,919",18,3
WA ,6010,"12,378","12,226","1,728,459,031","139,640","69,182",43,5
WA ,6011,"6,704","6,617","1,979,575,719","295,283","84,217",2,1
WA ,6012,"5,967","5,870","872,293,189","146,186","64,747",37,4
WA ,6014,"14,860","14,714","1,638,997,132","110,296","66,712",124,18
WA ,6015,"4,934","4,891","870,470,564","176,423","80,918",17,2
WA ,6016,"6,924","6,863","644,324,663","93,057","68,171",251,40
WA ,6017,"3,313","3,280","223,385,575","67,427","58,229",942,210
WA ,6018,"27,517","27,242","2,492,796,360","90,591","66,532",277,45
WA ,6019,"16,830","16,664","1,579,973,401","93,878","68,935",239,38
WA ,6020,"14,811","14,669","1,479,822,753","99,914","63,394",184,26
WA ,6021,"13,449","13,319","1,037,817,689","77,167","59,215",513,95
WA ,6022,"3,319","3,291","228,006,316","68,697","56,443",870,188
WA ,6023,"10,183","10,086","842,160,345","82,703","61,044",379,67
WA ,6024,"8,743","8,668","603,294,144","69,003","56,944",854,185
WA ,6025,"20,730","20,537","1,691,784,744","81,610","61,040",394,72
WA ,6026,"14,833","14,702","1,098,885,364","74,084","57,558",604,114
WA ,6027,"28,303","28,011","2,104,920,293","74,371","57,794",592,108
WA ,6028,"16,102","15,938","1,333,973,074","82,845","61,293",375,65
WA ,6029,"2,103","2,077","249,889,263","118,825","74,147",87,10
WA ,6030,"25,778","25,465","1,823,759,025","70,749","55,297",757,153
WA ,6031,"11,996","11,847","819,241,906","68,293","57,480",888,195
WA ,6032,170,166,"11,283,292","66,372","48,813","1,010",226
WA ,6033,358,350,"24,166,318","67,504","51,255",938,208
WA ,6034,"2,673","2,646","187,151,273","70,015","61,537",796,168
WA ,6035,"6,576","6,482","456,755,655","69,458","55,398",828,177
WA ,6036,"11,250","11,124","792,132,742","70,412","56,870",777,161
WA ,6037,"2,306","2,279","160,872,088","69,762","54,112",808,172
WA ,6038,"7,022","6,950","503,490,901","71,702","61,334",712,143
WA ,6041,926,907,"60,389,447","65,215","46,319","1,096",237
WA ,6042,51,50,"2,291,529","44,932","23,977","2,502",357
WA ,6043,159,158,"10,263,456","64,550","40,164","1,141",243
WA ,6044,802,791,"52,788,577","65,821","50,977","1,057",233
WA ,6050,"10,737","10,626","1,175,938,930","109,522","66,487",128,20
WA ,6051,"9,378","9,284","728,178,511","77,648","60,885",495,92
WA ,6052,"7,563","7,513","645,208,939","85,311","65,532",341,57
WA ,6053,"9,953","9,856","789,109,495","79,284","65,301",444,79
WA ,6054,"12,695","12,572","885,905,029","69,784","57,470",806,171
WA ,6055,"21,680","21,421","1,586,472,825","73,177","62,240",649,124
WA ,6056,"25,765","25,448","1,754,157,152","68,083","55,842",897,196
WA ,6057,"10,563","10,467","757,846,957","71,745","59,281",708,141
WA ,6058,"8,450","8,364","572,727,710","67,778","57,758",921,204
WA ,6059,"15,472","15,294","1,150,263,948","74,345","55,551",595,110
WA ,6060,"16,993","16,838","1,247,326,895","73,402","60,602",634,119
WA ,6061,"24,658","24,311","1,392,458,766","56,471","50,278","1,807",329
WA ,6062,"21,577","21,344","1,369,213,570","63,457","52,877","1,230",262
WA ,6063,"9,217","9,086","539,799,960","58,566","50,801","1,612",315
WA ,6064,"17,663","17,451","983,782,374","55,697","48,810","1,869",333
WA ,6065,"43,282","42,845","3,068,525,129","70,896","58,511",751,150
WA ,6066,"11,408","11,274","684,395,793","59,993","51,419","1,494",302
WA ,6067,57,57,"4,004,445","70,253","73,986",783,165
WA ,6069,"29,287","28,945","2,097,404,420","71,616","59,852",715,144
WA ,6070,"2,385","2,355","219,439,243","92,008","62,595",261,41
WA ,6071,"2,336","2,305","184,285,709","78,889","57,461",456,84
WA ,6072,560,553,"42,302,862","75,541","60,243",557,103
WA ,6073,"2,036","2,012","145,601,962","71,514","51,683",720,146
WA ,6074,650,647,"45,714,862","70,331","55,695",782,164
WA ,6076,"14,045","13,910","1,110,596,992","79,074","56,401",450,82
WA ,6077,951,941,"69,117,498","72,679","49,177",670,132
WA ,6078,552,544,"45,442,809","82,324","56,020",385,69
WA ,6081,"3,206","3,174","251,727,211","78,518","60,142",470,88
WA ,6082,"2,083","2,055","153,273,735","73,583","58,146",626,117
WA ,6083,"2,447","2,411","211,945,800","86,615","58,003",322,53
WA ,6084,"5,915","5,841","450,996,554","76,246","59,081",540,98
WA ,6090,132,131,"12,997,420","98,465","74,922",192,28
WA ,6100,"11,173","11,037","910,586,929","81,499","61,143",400,73
WA ,6101,"11,512","11,400","903,070,054","78,446","62,607",474,89
WA ,6102,"9,181","9,031","518,445,793","56,469","47,124","1,808",330
WA ,6103,"7,650","7,559","550,712,698","71,989","60,922",699,140
WA ,6104,"9,865","9,723","704,880,383","71,453","58,275",724,148
WA ,6105,"10,657","10,504","684,877,149","64,265","54,825","1,161",248
WA ,6106,147,144,"12,277,699","83,522","58,097",363,61
WA ,6107,"31,070","30,569","1,869,451,119","60,169","51,499","1,477",299
WA ,6108,"14,248","14,065","840,656,375","59,002","50,988","1,576",311
WA ,6109,"7,753","7,615","449,397,006","57,964","50,252","1,661",320
WA ,6110,"26,678","26,279","1,675,501,156","62,805","53,313","1,282",274
WA ,6111,"14,258","14,064","948,238,293","66,506","52,830",997,223
WA ,6112,"43,374","42,749","2,940,302,651","67,790","57,774",920,203
WA ,6121,"2,077","2,047","167,028,162","80,418","59,976",423,76
WA ,6122,"13,988","13,828","1,040,219,684","74,365","61,324",593,109
WA ,6123,"1,486","1,468","101,900,103","68,573","58,553",876,189
WA ,6124,770,761,"57,236,387","74,333","60,473",596,111
WA ,6125,"2,139","2,102","162,420,625","75,933","58,056",548,100
WA ,6126,154,149,"10,165,722","66,011","48,773","1,039",228
WA ,6147,"9,458","9,318","544,863,956","57,609","48,972","1,705",322
WA ,6148,"11,923","11,750","946,453,914","79,381","53,829",440,77
WA ,6149,"12,245","12,109","936,585,984","76,487","55,673",532,97
WA ,6150,"8,646","8,517","632,113,345","73,111","49,675",653,126
WA ,6151,"11,608","11,472","1,234,239,801","106,327","65,021",144,21
WA ,6152,"17,156","16,946","1,470,826,381","85,732","60,212",337,56
WA ,6153,"15,023","14,798","1,721,182,740","114,570","65,262",104,13
WA ,6154,"6,807","6,739","616,798,148","90,612","58,119",276,44
WA ,6155,"34,122","33,599","2,386,030,831","69,926","54,414",804,170
WA ,6156,"11,651","11,561","1,131,635,538","97,128","63,923",202,31
WA ,6157,"9,189","9,134","808,389,504","87,974","62,928",307,51
WA ,6158,"5,216","5,158","581,547,072","111,493","68,594",117,16
WA ,6159,"2,837","2,796","348,364,652","122,793","67,695",75,7
WA ,6160,"6,609","6,545","562,330,867","85,086","58,785",342,58
WA ,6161,109,108,"6,555,341","60,141","52,499","1,479",300
WA ,6162,"7,865","7,789","687,934,556","87,468","58,699",311,52
WA ,6163,"35,310","34,931","2,523,301,109","71,461","56,809",723,147
WA ,6164,"44,124","43,710","3,268,477,605","74,075","62,060",605,115
WA ,6165,122,121,"8,177,284","67,027","52,840",970,216
WA ,6166,"7,074","7,005","572,632,471","80,949","63,441",411,75
WA ,6167,"16,822","16,606","1,094,811,097","65,082","55,790","1,101",238
WA ,6168,"13,874","13,682","898,241,315","64,743","53,560","1,126",242
WA ,6169,"21,142","20,880","1,437,927,236","68,013","54,376",906,199
WA ,6170,"11,270","11,115","772,706,325","68,563","60,106",877,190
WA ,6171,"23,832","23,538","1,798,185,213","75,453","63,362",562,104
WA ,6172,"8,239","8,139","569,673,813","69,144","56,474",844,183
WA ,6173,"8,019","7,935","657,748,158","82,024","65,171",387,71
WA ,6174,"3,731","3,693","273,661,069","73,348","60,265",638,120
WA ,6175,"2,535","2,505","198,413,854","78,270","63,186",481,91
WA ,6176,"1,353","1,328","100,285,789","74,121","60,008",602,113
WA ,6180,"4,135","4,069","292,640,904","70,772","57,066",756,152
WA ,6181,314,308,"25,967,160","82,698","65,843",380,68
WA ,6207,827,814,"65,409,242","79,092","62,084",449,81
WA ,6208,"7,285","7,183","506,943,303","69,587","51,620",818,174
WA ,6209,"1,089","1,076","77,029,796","70,734","47,495",759,154
WA ,6210,"44,339","43,760","3,126,427,184","70,512","50,003",771,158
WA ,6211,"5,002","4,923","366,628,634","73,296","51,820",642,122
WA ,6213,421,418,"27,552,397","65,445","49,012","1,082",236
WA ,6214,474,460,"33,487,602","70,649","51,122",764,155
WA ,6215,"2,460","2,423","172,091,989","69,956","51,260",802,169
WA ,6218,322,318,"18,632,814","57,866","45,889","1,676",321
WA ,6219,171,168,"10,325,637","60,384","48,062","1,469",298
WA ,6220,"3,006","2,962","192,103,739","63,907","54,110","1,193",252
WA ,6221,186,183,"11,289,201","60,695","47,433","1,436",292
WA ,6223,138,135,"9,172,536","66,468","51,657","1,003",225
WA ,6224,754,734,"48,501,507","64,326","50,882","1,156",246
WA ,6225,"5,069","5,014","331,894,465","65,475","49,801","1,078",235
WA ,6226,631,621,"49,863,316","79,023","64,620",452,83
WA ,6227,493,484,"36,628,417","74,297","63,066",597,112
WA ,6228,104,102,"6,236,390","59,965","48,980","1,501",304
WA ,6229,120,117,"7,637,265","63,644","47,745","1,208",255
WA ,6230,"27,274","26,927","1,879,138,774","68,899","53,600",860,186
WA ,6231,171,170,"15,288,208","89,405","53,133",288,48
WA ,6232,"6,917","6,839","468,515,880","67,734","55,931",923,205
WA ,6233,"12,807","12,670","934,095,784","72,936","57,966",661,129
WA ,6236,"1,492","1,465","109,731,693","73,547","55,341",629,118
WA ,6237,"1,695","1,669","119,336,396","70,405","56,398",778,162
WA ,6239,"2,994","2,917","183,905,744","61,425","48,696","1,382",288
WA ,6240,103,101,"6,547,755","63,570","43,639","1,217",259
WA ,6244,"1,060","1,034","73,803,314","69,626","47,770",815,173
WA ,6251,237,232,"15,805,197","66,689","49,376",990,220
WA ,6252,82,79,"5,272,933","64,304","48,471","1,159",247
WA ,6253,413,404,"23,964,226","58,025","37,096","1,656",318
WA ,6254,283,278,"18,717,143","66,138","52,512","1,033",227
WA ,6255,"2,669","2,624","168,372,845","63,085","47,351","1,260",269
WA ,6256,179,176,"11,368,442","63,511","45,256","1,225",261
WA ,6258,"4,122","4,037","228,141,597","55,347","45,917","1,906",337
WA ,6260,925,906,"58,552,026","63,299","44,649","1,243",266
WA ,6262,480,470,"23,947,613","49,891","38,805","2,304",354
WA ,6271,"2,202","2,167","140,725,683","63,908","50,964","1,192",251
WA ,6275,932,908,"51,572,513","55,335","41,952","1,908",338
WA ,6280,"19,383","19,155","1,240,094,749","63,978","48,444","1,189",250
WA ,6281,"6,062","6,000","467,989,815","77,201","52,173",512,94
WA ,6282,"1,112","1,094","100,450,017","90,333","49,104",280,46
WA ,6284,"1,990","1,958","135,483,976","68,082","49,296",898,197
WA ,6285,"7,599","7,512","480,081,685","63,177","47,443","1,251",268
WA ,6286,731,709,"47,915,347","65,548","44,295","1,075",234
WA ,6288,444,433,"24,578,238","55,356","41,468","1,905",336
WA ,6290,"1,101","1,083","58,455,868","53,093","37,518","2,090",348
WA ,6302,"2,189","2,141","139,217,056","63,598","48,578","1,212",257
WA ,6304,979,957,"66,435,431","67,861","48,939",917,201
WA ,6306,641,627,"42,310,004","66,006","49,089","1,040",229
WA ,6308,945,916,"60,125,781","63,625","50,692","1,209",256
WA ,6309,196,192,"12,614,838","64,361","43,846","1,153",245
WA ,6311,340,332,"18,627,578","54,787","44,709","1,957",339
WA ,6312,"2,729","2,694","165,485,281","60,640","49,767","1,442",293
WA ,6313,119,118,"7,998,704","67,216","53,192",958,215
WA ,6315,"1,242","1,218","74,323,988","59,842","48,556","1,511",305
WA ,6316,212,208,"15,665,433","73,894","53,186",610,116
WA ,6317,"2,421","2,390","143,498,552","59,272","50,277","1,557",308
WA ,6318,307,298,"19,584,906","63,794","47,008","1,202",253
WA ,6320,370,359,"20,939,514","56,593","50,630","1,795",328
WA ,6321,315,306,"15,754,973","50,016","45,011","2,298",353
WA ,6322,145,145,"8,552,572","58,983","43,724","1,580",312
WA ,6323,638,622,"34,259,685","53,699","42,143","2,033",344
WA ,6324,"2,269","2,217","122,838,502","54,138","44,714","1,999",341
WA ,6326,366,352,"19,587,322","53,517","46,503","2,057",346
WA ,6327,152,147,"9,360,337","61,581","35,205","1,367",286
WA ,6328,279,262,"19,666,988","70,491","49,172",774,160
WA ,6330,"23,262","22,985","1,398,828,300","60,134","47,711","1,480",301
WA ,6331,253,249,"17,591,788","69,533","48,192",821,175
WA ,6332,95,94,"6,394,186","67,307","51,823",948,212
WA ,6333,"3,890","3,820","216,994,727","55,783","40,529","1,860",332
WA ,6335,477,466,"34,731,409","72,812","56,769",666,130
WA ,6336,211,199,"11,348,433","53,784","45,873","2,028",343
WA ,6337,386,370,"29,827,619","77,274","52,922",511,93
WA ,6338,531,518,"33,638,947","63,350","49,281","1,238",265
WA ,6341,172,167,"10,597,483","61,613","56,185","1,364",285
WA ,6343,140,133,"10,023,183","71,594","48,928",717,145
WA ,6346,511,502,"36,970,212","72,349","57,777",686,136
WA ,6348,618,609,"46,168,569","74,706","56,545",584,107
WA ,6350,260,250,"18,250,987","70,196","53,327",785,166
WA ,6352,131,120,"7,334,383","55,988","46,300","1,845",331
WA ,6353,571,554,"38,155,907","66,823","56,417",981,218
WA ,6355,372,356,"29,247,128","78,621","56,921",465,86
WA ,6356,75,70,"5,713,930","76,186","66,993",544,99
WA ,6357,54,53,"3,195,563","59,177","45,040","1,565",310
WA ,6358,60,55,"3,410,729","56,845","46,853","1,772",327
WA ,6359,315,306,"22,718,579","72,122","46,675",694,138
WA ,6361,82,79,"5,520,909","67,328","60,086",945,211
WA ,6363,57,56,"3,707,384","65,042","53,370","1,104",240
WA ,6365,352,347,"24,813,572","70,493","58,049",773,159
WA ,6367,203,200,"13,885,753","68,403","53,817",886,194
WA ,6369,460,447,"31,050,238","67,501","52,427",939,209
WA ,6370,314,310,"18,740,144","59,682","47,614","1,523",307
WA ,6372,72,70,"4,492,108","62,390","45,209","1,311",280
WA ,6373,52,49,"3,686,257","70,890","43,390",752,151
WA ,6375,634,621,"43,580,895","68,740","57,625",867,187
WA ,6383,555,540,"40,519,509","73,008","53,122",657,127
WA ,6386,64,64,"5,427,488","84,805","53,253",345,59
WA ,6390,976,965,"76,711,299","78,598","68,131",466,87
WA ,6391,661,657,"55,066,165","83,307","66,606",366,63
WA ,6392,350,345,"26,557,261","75,878","61,814",549,101
WA ,6393,73,68,"3,458,426","47,376","29,467","2,431",356
WA ,6394,174,169,"10,692,154","61,449","45,627","1,380",287
WA ,6395,"1,317","1,285","90,225,764","68,509","55,296",882,193
WA ,6396,237,234,"14,762,496","62,289","48,404","1,320",281
WA ,6398,337,332,"18,232,884","54,104","35,348","2,001",342
WA ,6401,"4,270","4,203","264,919,356","62,042","51,587","1,337",284
WA ,6403,132,125,"6,844,227","51,850","44,002","2,181",350
WA ,6405,193,189,"10,719,921","55,544","46,858","1,885",335
WA ,6407,568,556,"38,519,766","67,816","56,097",919,202
WA ,6409,266,259,"15,467,994","58,150","46,165","1,643",317
WA ,6410,572,563,"33,866,131","59,207","48,314","1,561",309
WA ,6411,90,86,"5,447,253","60,525","46,057","1,454",294
WA ,6415,"1,706","1,672","112,399,151","65,885","54,629","1,051",232
WA ,6418,433,419,"28,818,427","66,555","49,736",994,221
WA ,6420,61,59,"5,046,407","82,728","59,775",378,66
WA ,6421,106,105,"8,836,447","83,363","67,770",365,62
WA ,6423,90,87,"4,533,590","50,373","49,730","2,278",352
WA ,6425,92,91,"7,053,436","76,668","61,617",523,96
WA ,6426,419,413,"30,370,662","72,484","61,431",679,134
WA ,6429,424,417,"28,331,558","66,820","59,124",983,219
WA ,6430,"14,333","14,227","1,288,816,645","89,920","77,607",282,47
WA ,6431,85,82,"5,327,718","62,679","50,990","1,292",275
WA ,6432,"4,219","4,193","330,382,037","78,308","66,069",479,90
WA ,6433,142,142,"13,879,478","97,743","88,417",198,29
