claim_start_date,claim_status,condition_category,claim_id,tenure,exposure_id,claim_paid,total_claim_amount,,unique_ID,row_id,UW_Date,exposure_id,tenure,pet_gender,pet_de_sexed,pet_de_sexed_age,pet_is_switcher,nb_policy_first_inception_date,pet_age_months,nb_contribution,nb_excess,nb_address_type_adj,nb_suburb,nb_postcode,nb_state,person_dob,nb_contribution_excess,pet_age_years,owner_age_years,nb_number_of_breeds,nb_average_breed_size,nb_breed_type,nb_breed_trait,nb_breed_name_unique,nb_breed_name_unique_concat,is_multi_pet_plan,lead_date_day,quote_date,quote_time_group,exposure_id_1,row_num,earned_units,,check
16/6/2024 0:00,covered_paid,Other,claim_4e3db9cf-ae18-4d3a-a2f2-43706f492c90,7,exposure_5ce1d0aa-72be-423b-bcee-08982abedfdb,141.8181818,177.2727273,,7exposure_5ce1d0aa-72be-423b-bcee-08982abedfdb,22625,45444,exposure_5ce1d0aa-72be-423b-bcee-08982abedfdb,7,male,TRUE,7-12 mo,0,45233.70833,28,80,0,Apartment,Rhodes,2138,NSW,31966,800,2 years,36,1,1,purebred,spitz related,schnauzerminiature,schnauzerminiature,FALSE,0,45234.68412,Afternoon (12:00 - 17:59),exposure_5ce1d0aa-72be-423b-bcee-08982abedfdb,1,1,,
28/6/2024 0:00,covered_paid,Other,claim_4e5593ac-20b0-4688-9608-687e4f117592,4,exposure_78e9fc8d-b438-4e83-8f84-7968611814b0,3857.454545,4821.818182,,4exposure_78e9fc8d-b438-4e83-8f84-7968611814b0,19784,45444,exposure_78e9fc8d-b438-4e83-8f84-7968611814b0,4,female,FALSE,0,0,45345.70833,34,80,0,House,Kergunyah,3691,VIC,22660,800,2 years,62,1,2,purebred,spaniel,cocker spaniel,cocker spaniel,TRUE,0,45333.41875,Morning (05:00 - 11:59),exposure_78e9fc8d-b438-4e83-8f84-7968611814b0,1,1,,
5/6/2024 0:00,covered_paid,Eyes & ears,claim_4e5b7587-a8db-4422-873b-35adb7f48d5e,2,exposure_e9a85641-5754-45c0-8e4d-b4c2956a6f8d,58.61818182,73.27272727,,2exposure_e9a85641-5754-45c0-8e4d-b4c2956a6f8d,20506,45444,exposure_e9a85641-5754-45c0-8e4d-b4c2956a6f8d,2,female,TRUE,0-3 mo,TRUE,45398.70833,18,80,0,House,Yass,2582,NSW,28173,800,1 years,47,2,2.5,cross,cross,cross,"dachshund cross, american staffordshire terrier",TRUE,0,45399.76046,Evening (18:00 - 23:59),exposure_e9a85641-5754-45c0-8e4d-b4c2956a6f8d,1,1,,
22/8/2024 0:00,covered_with_exclusions_paid,Allergies & skin,claim_4e5d67cd-193d-44bc-b6d1-af694abfe0a0,8,exposure_9e4b047a-5d9a-4427-abd1-1c7b61a0cb4e,0,91.02727273,,8exposure_9e4b047a-5d9a-4427-abd1-1c7b61a0cb4e,34871,45505,exposure_9e4b047a-5d9a-4427-abd1-1c7b61a0cb4e,8,male,TRUE,7-12 mo,0,45267.70833,23,100,100,House,North Ipswich,4305,QLD,29337,100100,1 years,43,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,45268.65058,Afternoon (12:00 - 17:59),exposure_9e4b047a-5d9a-4427-abd1-1c7b61a0cb4e,1,1,,
22/8/2024 0:00,covered_with_exclusions_paid,Eyes & ears,claim_4e5d67cd-193d-44bc-b6d1-af694abfe0a0,8,exposure_9e4b047a-5d9a-4427-abd1-1c7b61a0cb4e,114.5454545,114.5454545,,8exposure_9e4b047a-5d9a-4427-abd1-1c7b61a0cb4e,34871,45505,exposure_9e4b047a-5d9a-4427-abd1-1c7b61a0cb4e,8,male,TRUE,7-12 mo,0,45267.70833,23,100,100,House,North Ipswich,4305,QLD,29337,100100,1 years,43,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,45268.65058,Afternoon (12:00 - 17:59),exposure_9e4b047a-5d9a-4427-abd1-1c7b61a0cb4e,1,1,,
13/6/2024 0:00,covered_paid,Ingestion,claim_4e5e701e-ef27-4bf7-ae93-eb2ac7ebeaa0,2,exposure_8b354c25-cabe-447e-87c0-ed22293e2819,209.5818182,352.8909091,,2exposure_8b354c25-cabe-447e-87c0-ed22293e2819,23557,45444,exposure_8b354c25-cabe-447e-87c0-ed22293e2819,2,female,FALSE,0,TRUE,45391.70833,3,80,100,House,Golden Beach,4551,QLD,25449,80100,0-6 months,54,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,45392.5761,Afternoon (12:00 - 17:59),exposure_8b354c25-cabe-447e-87c0-ed22293e2819,1,1,,
1/7/2024 0:00,covered_paid,Gastrointestinal Issues,claim_4e5e93b5-1889-4407-aa3a-0dac345923b7,8,exposure_856c561a-d931-49ab-a30d-02808558b883,822.8727273,1119.5,,8exposure_856c561a-d931-49ab-a30d-02808558b883,25111,45474,exposure_856c561a-d931-49ab-a30d-02808558b883,8,male,FALSE,0,0,45249.70833,2,80,100,House,Mudgeeraba,4213,QLD,29762,80100,0-6 months,42,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,45250.3769,Morning (05:00 - 11:59),exposure_856c561a-d931-49ab-a30d-02808558b883,1,1,,
9/6/2024 0:00,covered_paid,Gastrointestinal Issues,claim_4e753837-1d33-44f7-a000-e74a07c43b39,5,exposure_60175c26-f44d-4b86-b01f-522da1f334b7,120,240.9090909,,5exposure_60175c26-f44d-4b86-b01f-522da1f334b7,21363,45444,exposure_60175c26-f44d-4b86-b01f-522da1f334b7,5,female,FALSE,0,0,45321.70833,4,80,100,House,Moorebank,2170,NSW,33565,80100,0-6 months,32,1,2,purebred,spitz related,pembroke welsh corgi,pembroke welsh corgi,FALSE,0,45322.58029,Afternoon (12:00 - 17:59),exposure_60175c26-f44d-4b86-b01f-522da1f334b7,1,1,,
22/4/2024 0:00,covered_paid,Gastrointestinal Issues,claim_4e7b0464-5731-44c4-8608-70f6bb311e97,1,exposure_aa61ecdd-f517-4dc8-98aa-2ef6f37d1ae7,371.6818182,462.5909091,,1exposure_aa61ecdd-f517-4dc8-98aa-2ef6f37d1ae7,8482,45383,exposure_aa61ecdd-f517-4dc8-98aa-2ef6f37d1ae7,1,female,FALSE,0,0,45354.70833,5,100,100,House,Dulwich Hill,2203,NSW,31215,100100,0-6 months,38,1,2,purebred,spitz related,siberian husky,siberian husky,TRUE,0,45353.71692,Afternoon (12:00 - 17:59),exposure_aa61ecdd-f517-4dc8-98aa-2ef6f37d1ae7,1,0.746774194,,
31/5/2024 0:00,covered_paid,Routine Care and Examinations,claim_4e7cc9c0-2bd1-4961-b4b5-5e1782c130b3,5,exposure_19fb7ccd-4943-41b4-ac29-e1686d81ea23,84.36363636,105.4545455,,5exposure_19fb7ccd-4943-41b4-ac29-e1686d81ea23,14529,45413,exposure_19fb7ccd-4943-41b4-ac29-e1686d81ea23,5,female,FALSE,0,0,45289.70833,2,90,0,Apartment,Saint Kilda West,3182,VIC,34510,900,0-6 months,29,1,2,unnamed cross,unknown,english cocker spaniel cross,english cocker spaniel cross,FALSE,0,45290.43923,Morning (05:00 - 11:59),exposure_19fb7ccd-4943-41b4-ac29-e1686d81ea23,1,1,,
17/7/2024 0:00,covered_paid,Other,claim_4e894630-2ed0-4562-864e-2d2902dd0d3b,5,exposure_c56bd1e0-78f6-4601-8ac9-96199ec2c50c,218.1818182,272.7272727,,5exposure_c56bd1e0-78f6-4601-8ac9-96199ec2c50c,28257,45474,exposure_c56bd1e0-78f6-4601-8ac9-96199ec2c50c,5,male,FALSE,0,0,45343.70833,10,80,100,House,Lovely Banks,3213,VIC,28015,80100,7-12 months,47,1,1,purebred,teckel,dachshundminiature long haired,dachshundminiature long haired,TRUE,0,45344.22733,Morning (05:00 - 11:59),exposure_c56bd1e0-78f6-4601-8ac9-96199ec2c50c,1,1,,
14/5/2024 0:00,covered_paid,Injuries,claim_4e9a8523-c8bc-4c4d-bb30-d706235e3ca5,3,exposure_2534842e-7817-40b8-a99c-b3e6a7fa489c,189.7,210.7818182,,3exposure_2534842e-7817-40b8-a99c-b3e6a7fa489c,17320,45413,exposure_2534842e-7817-40b8-a99c-b3e6a7fa489c,3,male,TRUE,1-2 yr,0,45343.70833,72,90,0,House,Wurtulla,4575,QLD,34175,900,6 years,30,1,2,unnamed cross,unknown,english springer spaniel cross,english springer spaniel cross,FALSE,0,45344.72588,Afternoon (12:00 - 17:59),exposure_2534842e-7817-40b8-a99c-b3e6a7fa489c,1,1,,
4/5/2024 0:00,covered_paid,Eyes & ears,claim_4eacc2bd-605f-4909-bed5-258cfe5d1c4e,6,exposure_e7929fb8-dac0-4cad-8f4a-5abe239eb9f7,80.18181818,180,,6exposure_e7929fb8-dac0-4cad-8f4a-5abe239eb9f7,13692,45413,exposure_e7929fb8-dac0-4cad-8f4a-5abe239eb9f7,6,male,TRUE,0-3 mo,0,45242.70833,5,90,100,Apartment,Revesby,2212,NSW,34983,90100,0-6 months,28,1,1,designerbreed,water dog,cavoodle,cavoodle,TRUE,1,45243.8687,Evening (18:00 - 23:59),exposure_e7929fb8-dac0-4cad-8f4a-5abe239eb9f7,1,1,,
5/7/2024 0:00,covered_with_exclusions_paid,Gastrointestinal Issues,claim_4ead5db7-1e90-409c-ba47-427d9b04e1d1,2,exposure_13f86392-b42e-49d8-834c-5aab1d861d94,29.09090909,148.1818182,,2exposure_13f86392-b42e-49d8-834c-5aab1d861d94,28013,45474,exposure_13f86392-b42e-49d8-834c-5aab1d861d94,2,female,FALSE,0,FALSE,45426.70833,2,80,100,Apartment,Sydney Olympic Park,2127,NSW,33365,80100,0-6 months,33,1,2,purebred,spaniel,cocker spaniel,cocker spaniel,FALSE,0,45427.95344,Evening (18:00 - 23:59),exposure_13f86392-b42e-49d8-834c-5aab1d861d94,1,1,,
19/4/2024 0:00,covered_paid,Other,claim_4ecfd4d7-862b-426f-832a-6546df44a30f,3,exposure_1732514d-2446-41bb-b989-7d453556ee89,138.3636364,172.9545455,,3exposure_1732514d-2446-41bb-b989-7d453556ee89,11363,45383,exposure_1732514d-2446-41bb-b989-7d453556ee89,3,male,FALSE,0,0,45310.70833,35,80,0,House,Sunbury,3429,VIC,35524,800,2 years,26,1,3,purebred,shepherd type,german shepherd,german shepherd,FALSE,0,45311.32512,Morning (05:00 - 11:59),exposure_1732514d-2446-41bb-b989-7d453556ee89,1,1,,
11/4/2024 0:00,covered_paid,Ingestion,claim_4ed01569-62a0-4e0b-ab37-baa69ace26ae,4,exposure_275b6f70-8670-43bd-8c90-a890bd77b743,170.9090909,304.5454545,,4exposure_275b6f70-8670-43bd-8c90-a890bd77b743,9775,45383,exposure_275b6f70-8670-43bd-8c90-a890bd77b743,4,female,FALSE,0,0,45263.70833,4,80,100,Apartment,Dulwich Hill,2203,NSW,35345,80100,0-6 months,27,1,3,designerbreed,water dog,labradoodle,labradoodle,FALSE,0,45264.41875,Morning (05:00 - 11:59),exposure_275b6f70-8670-43bd-8c90-a890bd77b743,1,1,,
9/7/2024 0:00,covered_paid,Other,claim_4edc4678-67f5-476f-bb7e-7b31630b32b7,6,exposure_cf0705c9-78d3-4376-9444-734dc3edd1cb,34.61818182,134.1818182,,6exposure_cf0705c9-78d3-4376-9444-734dc3edd1cb,31736,45474,exposure_cf0705c9-78d3-4376-9444-734dc3edd1cb,6,male,FALSE,0,0,45318.70833,2,80,100,House,Clayton,3168,VIC,38285,80100,0-6 months,19,1,2,purebred,spitz related,shiba inu,shiba inu,FALSE,0,45319.86314,Evening (18:00 - 23:59),exposure_cf0705c9-78d3-4376-9444-734dc3edd1cb,1,1,,
24/6/2024 0:00,covered_paid,Ingestion,claim_4edd0890-c135-4e51-98de-f6e603028705,7,exposure_1679aea1-4e46-4491-a977-a3eee3dbcae5,140.1181818,140.1181818,,7exposure_1679aea1-4e46-4491-a977-a3eee3dbcae5,21620,45444,exposure_1679aea1-4e46-4491-a977-a3eee3dbcae5,7,female,FALSE,0,0,45255.70833,3,100,100,House,Nelson Bay,2315,NSW,37484,100100,0-6 months,21,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,1,45256.6417,Afternoon (12:00 - 17:59),exposure_1679aea1-4e46-4491-a977-a3eee3dbcae5,1,1,,
4/6/2024 0:00,covered_paid,Other,claim_4edf741b-276d-44ec-bd0c-a896399cb621,5,exposure_1b3bec9c-0ea1-4162-8bf5-496f99315904,63,70,,5exposure_1b3bec9c-0ea1-4162-8bf5-496f99315904,19572,45444,exposure_1b3bec9c-0ea1-4162-8bf5-496f99315904,5,female,FALSE,0,0,45297.70833,22,90,0,House,Ringwood,3134,VIC,29569,900,1 years,43,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,45298.3049,Morning (05:00 - 11:59),exposure_1b3bec9c-0ea1-4162-8bf5-496f99315904,1,1,,
28/8/2024 0:00,covered_paid,Injuries,claim_4f05ef02-42e7-449c-8e9f-c8748834b541,9,exposure_2ce6a938-2938-450c-8696-7ba2df10cc5b,144.5909091,144.5909091,,9exposure_2ce6a938-2938-450c-8696-7ba2df10cc5b,36265,45505,exposure_2ce6a938-2938-450c-8696-7ba2df10cc5b,9,female,FALSE,0,0,45233.70833,2,100,100,House,Puckapunyal,3662,VIC,35767,100100,0-6 months,25,1,3,unnamed cross,unknown,american akita cross,american akita cross,FALSE,0,45234.69486,Afternoon (12:00 - 17:59),exposure_2ce6a938-2938-450c-8696-7ba2df10cc5b,1,1,,
29/7/2024 0:00,covered_paid,Allergies & skin,claim_4f07cabe-cdc2-47c4-88bb-ea806294d365,2,exposure_a51d97ef-0dd5-4f32-ba2a-d479b1f0dfd2,1068.636364,1250.454545,,2exposure_a51d97ef-0dd5-4f32-ba2a-d479b1f0dfd2,32367,45474,exposure_a51d97ef-0dd5-4f32-ba2a-d479b1f0dfd2,2,male,TRUE,1-2 yr,FALSE,45423.70833,34,100,200,Apartment,Mosman Park,6012,WA,33719,100200,2 years,32,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,45423.98171,Evening (18:00 - 23:59),exposure_a51d97ef-0dd5-4f32-ba2a-d479b1f0dfd2,1,1,,
30/3/2024 0:00,covered_paid,Allergies & skin,claim_4f0a285a-22dc-450b-bc3c-a2426e401ffa,2,exposure_6f89bc04-ac12-4f94-abc6-f442e0648399,32.72727273,123.6363636,,2exposure_6f89bc04-ac12-4f94-abc6-f442e0648399,5595,45352,exposure_6f89bc04-ac12-4f94-abc6-f442e0648399,2,female,FALSE,0,0,45297.70833,5,100,100,Apartment,Carnegie,3163,VIC,33508,100100,0-6 months,32,1,2,purebred,teckel,dachshundstandard smooth haired,dachshundstandard smooth haired,FALSE,0,45298.56086,Afternoon (12:00 - 17:59),exposure_6f89bc04-ac12-4f94-abc6-f442e0648399,1,1,,
24/7/2024 0:00,covered_with_exclusions_paid,Ortho,claim_4f2bc507-5731-4369-a715-1f7e177bbbc9,8,exposure_c7f3005f-312e-4df6-a721-0a7fb79eb5e7,358.3272727,515.1909091,,8exposure_c7f3005f-312e-4df6-a721-0a7fb79eb5e7,28770,45474,exposure_c7f3005f-312e-4df6-a721-0a7fb79eb5e7,8,female,FALSE,0,0,45245.70833,17,80,100,House,Maroubra,2035,NSW,32716,80100,1 years,34,1,2,purebred,teckel,cardigan welsh corgi,cardigan welsh corgi,TRUE,0,45231.25563,Morning (05:00 - 11:59),exposure_c7f3005f-312e-4df6-a721-0a7fb79eb5e7,1,1,,
17/2/2024 0:00,covered_paid,Other,claim_4f2c876d-513a-40f1-83cd-51c150a0e065,0,exposure_921d9094-70d2-45f7-8523-c2bc1cbee828,80.14545455,191.0909091,,0exposure_921d9094-70d2-45f7-8523-c2bc1cbee828,4106,45323,exposure_921d9094-70d2-45f7-8523-c2bc1cbee828,0,female,FALSE,0,0,45334.70833,3,80,100,House,Kureelpa,4560,QLD,36986,80100,0-6 months,22,1,2,purebred,collie related,border collie,border collie,FALSE,0,45335.56674,Afternoon (12:00 - 17:59),exposure_921d9094-70d2-45f7-8523-c2bc1cbee828,1,0.586206897,,
16/8/2024 0:00,covered_with_exclusions_paid,Dental,claim_4f46b5b5-3b19-4490-bc30-722d7a3e7aa5,5,exposure_f08e14ee-17b4-43d3-9c05-2be50a970f30,84.36363636,388.3636364,,5exposure_f08e14ee-17b4-43d3-9c05-2be50a970f30,38778,45505,exposure_f08e14ee-17b4-43d3-9c05-2be50a970f30,5,male,FALSE,0,0,45368.70833,2,80,0,House,Brighton,4017,QLD,34044,800,0-6 months,31,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,45369.4579,Morning (05:00 - 11:59),exposure_f08e14ee-17b4-43d3-9c05-2be50a970f30,1,1,,
16/3/2024 0:00,covered_paid,Ingestion,claim_4f5177c9-6dd0-4144-b266-d91978ee096a,1,exposure_ad279178-04e3-464f-ac08-237a9fe10658,407.9090909,498.8181818,,1exposure_ad279178-04e3-464f-ac08-237a9fe10658,5389,45352,exposure_ad279178-04e3-464f-ac08-237a9fe10658,1,male,FALSE,0,0,45345.70833,2,100,100,House,Sheldon,4157,QLD,30623,100100,0-6 months,40,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,45346.22747,Morning (05:00 - 11:59),exposure_ad279178-04e3-464f-ac08-237a9fe10658,1,1,,
3/3/2024 0:00,covered_paid,Gastrointestinal Issues,claim_4f551015-1f38-4aa5-b7f1-6411a37fd209,4,exposure_701dc50a-2299-488a-ade0-be541de49ec4,677.5636364,937.8636364,,4exposure_701dc50a-2299-488a-ade0-be541de49ec4,7770,45352,exposure_701dc50a-2299-488a-ade0-be541de49ec4,4,male,FALSE,0,0,45242.70833,3,80,100,Apartment,Taringa,4068,QLD,33335,80100,0-6 months,32,1,2,purebred,spitz related,pembroke welsh corgi,pembroke welsh corgi,FALSE,0,45243.64829,Afternoon (12:00 - 17:59),exposure_701dc50a-2299-488a-ade0-be541de49ec4,1,1,,
4/4/2024 0:00,covered_paid,Ingestion,claim_4f6a878e-2506-4f56-b943-9b3b57b83f8c,2,exposure_b0975d16-cebf-4d46-8b2e-20563a6a0577,343.3090909,472.3636364,,2exposure_b0975d16-cebf-4d46-8b2e-20563a6a0577,8778,45383,exposure_b0975d16-cebf-4d46-8b2e-20563a6a0577,2,female,FALSE,0,0,45324.70833,31,90,100,House,Forestville,2087,NSW,20465,90100,2 years,68,1,1,unnamed cross,unknown,jack russell terrier cross,jack russell terrier cross,FALSE,0,45325.56516,Afternoon (12:00 - 17:59),exposure_b0975d16-cebf-4d46-8b2e-20563a6a0577,1,1,,
24/3/2024 0:00,covered_paid,Ingestion,claim_4f8bb037-1f2c-4f0e-82b1-20210014757c,3,exposure_c060e133-4f87-4415-bde0-14fe6733f6f0,266.8181818,357.7272727,,3exposure_c060e133-4f87-4415-bde0-14fe6733f6f0,4955,45352,exposure_c060e133-4f87-4415-bde0-14fe6733f6f0,3,female,FALSE,0,0,45290.70833,14,100,100,House,Lalor,3075,VIC,33499,100100,1 years,32,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,45265.3802,Morning (05:00 - 11:59),exposure_c060e133-4f87-4415-bde0-14fe6733f6f0,1,1,,
15/5/2024 0:00,covered_paid,Other,claim_4f8e9791-8ef7-4f10-b605-3213fad01695,3,exposure_8687ce47-3a19-4a9c-914f-1059875106e0,13.36363636,107.6181818,,3exposure_8687ce47-3a19-4a9c-914f-1059875106e0,18209,45413,exposure_8687ce47-3a19-4a9c-914f-1059875106e0,3,female,FALSE,0,0,45344.70833,11,80,100,House,Dee Why,2099,NSW,30341,80100,7-12 months,41,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,45345.74353,Afternoon (12:00 - 17:59),exposure_8687ce47-3a19-4a9c-914f-1059875106e0,1,1,,
28/3/2024 0:00,covered_paid,Other,claim_4fad2ada-f8f4-41d0-8aec-74245f37ac77,2,exposure_85fb926d-fe93-4097-b798-f5876fc430fb,242.7636364,303.4545455,,2exposure_85fb926d-fe93-4097-b798-f5876fc430fb,6063,45352,exposure_85fb926d-fe93-4097-b798-f5876fc430fb,2,male,FALSE,0,0,45291.70833,4,80,0,Apartment,Hawthorne,4171,QLD,36922,800,0-6 months,22,1,3,purebred,retriever,golden retriever,golden retriever,FALSE,0,45269.78455,Evening (18:00 - 23:59),exposure_85fb926d-fe93-4097-b798-f5876fc430fb,1,1,,
17/4/2024 0:00,covered_paid,Gastrointestinal Issues,claim_4fc6fc92-1fa7-4c7d-a4ed-19b1292afcc2,3,exposure_51dbf993-c7c9-4d1b-80ba-df59dc9ba831,0,361.3909091,,3exposure_51dbf993-c7c9-4d1b-80ba-df59dc9ba831,10156,45383,exposure_51dbf993-c7c9-4d1b-80ba-df59dc9ba831,3,male,FALSE,0,0,45293.70833,2,80,0,Apartment,Bondi Beach,2026,NSW,35350,800,0-6 months,27,1,1,purebred,teckel,dachshundminiature long haired,dachshundminiature long haired,FALSE,0,45280.64159,Afternoon (12:00 - 17:59),exposure_51dbf993-c7c9-4d1b-80ba-df59dc9ba831,1,1,,
29/8/2024 0:00,covered_paid,Injuries,claim_4fda9429-180b-4916-be92-d3b55bc36034,1,exposure_07e80bc5-b46c-4eec-a0bb-491270aab304,1032.690909,1290.863636,,1exposure_07e80bc5-b46c-4eec-a0bb-491270aab304,37756,45505,exposure_07e80bc5-b46c-4eec-a0bb-491270aab304,1,female,FALSE,0,0,45481.70833,66,80,0,House,Dee Why,2099,NSW,31438,800,5 years,38,1,2,cross,0,bordoodle,bordoodle,FALSE,0,45482.73611,Afternoon (12:00 - 17:59),exposure_07e80bc5-b46c-4eec-a0bb-491270aab304,1,1,,
17/8/2024 0:00,covered_paid,Gastrointestinal Issues,claim_4ff50ed6-e455-4ba6-923c-e65d503f917b,5,exposure_654392d2-6aeb-453b-bce7-c577068be798,50.91818182,56.58181818,,5exposure_654392d2-6aeb-453b-bce7-c577068be798,39521,45505,exposure_654392d2-6aeb-453b-bce7-c577068be798,5,male,TRUE,4-6 mo,0,45361.70833,7,90,0,House,Biggera Waters,4216,QLD,35918,900,7-12 months,25,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,45362.39616,Morning (05:00 - 11:59),exposure_654392d2-6aeb-453b-bce7-c577068be798,1,1,,
17/8/2024 0:00,covered_paid,Illness,claim_4ff50ed6-e455-4ba6-923c-e65d503f917b,5,exposure_654392d2-6aeb-453b-bce7-c577068be798,203.7909091,226.4363636,,5exposure_654392d2-6aeb-453b-bce7-c577068be798,39521,45505,exposure_654392d2-6aeb-453b-bce7-c577068be798,5,male,TRUE,4-6 mo,0,45361.70833,7,90,0,House,Biggera Waters,4216,QLD,35918,900,7-12 months,25,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,45362.39616,Morning (05:00 - 11:59),exposure_654392d2-6aeb-453b-bce7-c577068be798,1,1,,
18/2/2024 0:00,covered_paid,Ingestion,claim_4ffff101-b74e-46bb-90ca-f9f74486c9d3,0,exposure_5fda64f7-9aad-4459-9112-494ef0ca3129,4110,4200.909091,,0exposure_5fda64f7-9aad-4459-9112-494ef0ca3129,3933,45323,exposure_5fda64f7-9aad-4459-9112-494ef0ca3129,0,female,TRUE,4-6 mo,0,45331.70833,5,100,100,House,Fraser Rise,3336,VIC,35094,100100,0-6 months,28,1,3,purebred,sighthound,greyhound,greyhound,TRUE,0,45332.35141,Morning (05:00 - 11:59),exposure_5fda64f7-9aad-4459-9112-494ef0ca3129,1,0.689655172,,
10/8/2024 0:00,covered_paid,Ingestion,claim_50040ae2-c604-4275-83cb-fda2c2a4bff8,7,exposure_894f053d-3b45-4bd8-97b2-4cdb614b3130,99.35454545,190.2636364,,7exposure_894f053d-3b45-4bd8-97b2-4cdb614b3130,33963,45505,exposure_894f053d-3b45-4bd8-97b2-4cdb614b3130,7,male,FALSE,0,0,45321.70833,6,100,100,House,Nollamara,6061,WA,36234,100100,0-6 months,24,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,45322.96104,Evening (18:00 - 23:59),exposure_894f053d-3b45-4bd8-97b2-4cdb614b3130,1,1,,
22/1/2024 0:00,covered_paid,Eyes & ears,claim_5025bb24-9c7c-404a-813a-c6f6bd326bde,1,exposure_d9e0cc90-f1e6-4992-9385-33a429631d53,103.0909091,114.5454545,,1exposure_d9e0cc90-f1e6-4992-9385-33a429631d53,378,45292,exposure_d9e0cc90-f1e6-4992-9385-33a429631d53,1,male,FALSE,0,0,45273.70833,34,90,0,House,Southport,4215,QLD,35985,900,2 years,25,1,3,purebred,retriever,golden retriever,golden retriever,TRUE,0,45258.92064,Evening (18:00 - 23:59),exposure_d9e0cc90-f1e6-4992-9385-33a429631d53,1,1,,
23/7/2024 0:00,covered,Gastrointestinal Issues,claim_503d73c4-5c9b-4193-bddf-adda27e6f48c,1,exposure_f2e28dc8-0585-4c22-82ee-a9786cbfca4b,0,128.8818182,,1exposure_f2e28dc8-0585-4c22-82ee-a9786cbfca4b,26156,45474,exposure_f2e28dc8-0585-4c22-82ee-a9786cbfca4b,1,female,TRUE,4-6 mo,FALSE,45454.70833,21,90,200,Apartment,Ivanhoe,3079,VIC,33734,90200,1 years,32,1,2,purebred,spitz related,pembroke welsh corgi,pembroke welsh corgi,FALSE,0,45455.73507,Afternoon (12:00 - 17:59),exposure_f2e28dc8-0585-4c22-82ee-a9786cbfca4b,1,1,,
4/3/2024 0:00,covered_paid,Routine Care and Examinations,claim_50542c14-0541-40ea-b832-d246a54fe401,3,exposure_fb6006e6-08d4-4b45-b8e3-63d1c0ab757c,81.81818182,90.90909091,,3exposure_fb6006e6-08d4-4b45-b8e3-63d1c0ab757c,6331,45352,exposure_fb6006e6-08d4-4b45-b8e3-63d1c0ab757c,3,female,FALSE,0,0,45265.70833,4,90,0,House,Springfield Lakes,4300,QLD,36446,900,0-6 months,24,2,1,cross,cross,cross,"fox terrierminiature, fox terrier cross",TRUE,0,45266.90505,Evening (18:00 - 23:59),exposure_fb6006e6-08d4-4b45-b8e3-63d1c0ab757c,1,1,,
20/4/2024 0:00,covered_paid,Illness,claim_505da5cc-99d2-41a8-9a99-3b93a119e03b,2,exposure_4e762e67-2a2f-4a42-82c1-511c83c41cc6,23.91818182,120.8090909,,2exposure_4e762e67-2a2f-4a42-82c1-511c83c41cc6,9818,45383,exposure_4e762e67-2a2f-4a42-82c1-511c83c41cc6,2,male,FALSE,0,0,45347.70833,4,80,100,Apartment,Mudgeeraba,4213,QLD,37607,80100,0-6 months,21,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,45348.77317,Evening (18:00 - 23:59),exposure_4e762e67-2a2f-4a42-82c1-511c83c41cc6,1,1,,
13/2/2024 0:00,covered_with_exclusions_paid,Eyes & ears,claim_50658280-be04-4bb2-a8e0-ebb13d1ffe98,1,exposure_5ddc1eea-9acb-4dd6-b1bf-4de289f746aa,0.654545455,260.3636364,,1exposure_5ddc1eea-9acb-4dd6-b1bf-4de289f746aa,2118,45323,exposure_5ddc1eea-9acb-4dd6-b1bf-4de289f746aa,1,female,FALSE,0,0,45291.70833,2,80,100,Apartment,Camberwell,3124,VIC,35062,80100,0-6 months,28,1,3,purebred,retriever,golden retriever,golden retriever,FALSE,0,45292.69786,Afternoon (12:00 - 17:59),exposure_5ddc1eea-9acb-4dd6-b1bf-4de289f746aa,1,1,,
