Australian Bureau of Statistics,,,,,,,,,,,,
#REF!,,,,,,,,,,,,
#REF!,,,,,,,,,,,,
Table 3 Correspondence,,,,,,,,,,,,
,,,,,,,,,,,,
POSTCODE,POSTCODE,SA4_CODE_2011,SA4_NAME_2011,RATIO,PERCENTAGE,,,,,,,
4009,4009,302,Brisbane - North,0.2915326,29.1532628,,,,,,,
4009,4009,305,Brisbane Inner City,0.7084674,70.8467372,,,,,,,
4010,4010,305,Brisbane Inner City,1.0,100.0,,,,,,,
4011,4011,305,Brisbane Inner City,1.0,100.0,,,,,,,
4012,4012,302,Brisbane - North,0.9985674,99.8567425,,,,,,,
4012,4012,305,Brisbane Inner City,0.0014326,0.1432575,,,,,,,
4013,4013,302,Brisbane - North,1.0,100.0,,,,,,,
4014,4014,302,Brisbane - North,1.0,100.0,,,,,,,
4017,4017,302,Brisbane - North,1.0,100.0,,,,,,,
4018,4018,302,Brisbane - North,1.0,100.0,,,,,,,
4019,4019,313,Moreton Bay - North,1.0,99.9999998,,,,,,,
4020,4020,313,Moreton Bay - North,1.0,100.0,,,,,,,
4021,4021,313,Moreton Bay - North,1.0,100.0,,,,,,,
4022,4022,313,Moreton Bay - North,1.0,100.0,,,,,,,
4025,4025,301,Brisbane - East,1.0,100.0,,,,,,,
4029,4029,305,Brisbane Inner City,1.0,100.0,,,,,,,
4030,4030,305,Brisbane Inner City,1.0,99.9999992,,,,,,,
4031,4031,302,Brisbane - North,0.99956,99.9559983,,,,,,,
4031,4031,305,Brisbane Inner City,0.00044,0.0440017,,,,,,,
4032,4032,302,Brisbane - North,1.0,100.0,,,,,,,
4034,4034,302,Brisbane - North,1.0,100.0,,,,,,,
4035,4035,302,Brisbane - North,0.3244979,32.4497875,,,,,,,
4035,4035,314,Moreton Bay - South,0.6755021,67.5502125,,,,,,,
4036,4036,302,Brisbane - North,1.0,100.0,,,,,,,
4037,4037,314,Moreton Bay - South,1.0,100.0,,,,,,,
4051,4051,302,Brisbane - North,0.0004249,0.0424922,,,,,,,
4051,4051,304,Brisbane - West,0.3000919,30.0091912,,,,,,,
4051,4051,305,Brisbane Inner City,0.6994832,69.9483166,,,,,,,
4053,4053,302,Brisbane - North,0.6832483,68.3248324,,,,,,,
4053,4053,304,Brisbane - West,0.1842422,18.4242249,,,,,,,
4053,4053,305,Brisbane Inner City,0.0005373,0.0537311,,,,,,,
4053,4053,314,Moreton Bay - South,0.1319721,13.1972116,,,,,,,
4054,4054,304,Brisbane - West,0.5036696,50.3669574,,,,,,,
4054,4054,314,Moreton Bay - South,0.4963304,49.6330426,,,,,,,
4055,4055,304,Brisbane - West,0.4656861,46.5686095,,,,,,,
4055,4055,314,Moreton Bay - South,0.5343139,53.4313905,,,,,,,
4059,4059,305,Brisbane Inner City,1.0,100.0,,,,,,,
4060,4060,304,Brisbane - West,0.001649,0.1649018,,,,,,,
4060,4060,305,Brisbane Inner City,0.998351,99.8350982,,,,,,,
4061,4061,304,Brisbane - West,0.9871702,98.717021,,,,,,,
4061,4061,305,Brisbane Inner City,0.0128298,1.282979,,,,,,,
4064,4064,305,Brisbane Inner City,1.0,100.0,,,,,,,
4065,4065,305,Brisbane Inner City,1.0,100.0,,,,,,,
4066,4066,304,Brisbane - West,0.0083863,0.8386291,,,,,,,
4066,4066,305,Brisbane Inner City,0.9916137,99.1613709,,,,,,,
4067,4067,304,Brisbane - West,1.0,100.0,,,,,,,
4068,4068,304,Brisbane - West,0.9926348,99.2634849,,,,,,,
4068,4068,305,Brisbane Inner City,0.0073652,0.7365151,,,,,,,
4069,4069,304,Brisbane - West,0.9999744,99.9974444,,,,,,,
4070,4070,304,Brisbane - West,0.9982249,99.822491,,,,,,,
4070,4070,310,Ipswich,0.0017751,0.177509,,,,,,,
4072,4072,304,Brisbane - West,1.0,100.0,,,,,,,
4073,4073,304,Brisbane - West,1.0,100.0,,,,,,,
4074,4074,304,Brisbane - West,0.9768068,97.6806843,,,,,,,
4074,4074,310,Ipswich,0.0231932,2.3193157,,,,,,,
4075,4075,304,Brisbane - West,0.6602068,66.0206815,,,,,,,
4075,4075,310,Ipswich,0.3397932,33.9793185,,,,,,,
4076,4076,310,Ipswich,0.9999999,99.9999852,,,,,,,
4077,4077,303,Brisbane - South,0.0035407,0.3540706,,,,,,,
4077,4077,310,Ipswich,0.9964593,99.6459294,,,,,,,
4078,4078,303,Brisbane - South,0.0489075,4.890747,,,,,,,
4078,4078,310,Ipswich,0.9510925,95.109253,,,,,,,
4101,4101,303,Brisbane - South,0.0006969,0.0696926,,,,,,,
4101,4101,305,Brisbane Inner City,0.9993031,99.9303074,,,,,,,
4102,4102,303,Brisbane - South,0.9449405,94.4940485,,,,,,,
4102,4102,305,Brisbane Inner City,0.0550595,5.5059515,,,,,,,
4103,4103,303,Brisbane - South,1.0,100.0,,,,,,,
4104,4104,303,Brisbane - South,1.0,100.0,,,,,,,
4105,4105,303,Brisbane - South,1.0,100.0,,,,,,,
4106,4106,303,Brisbane - South,0.9915857,99.1585742,,,,,,,
4106,4106,304,Brisbane - West,0.0084143,0.8414258,,,,,,,
4107,4107,303,Brisbane - South,1.0,100.0,,,,,,,
4108,4108,303,Brisbane - South,1.0,100.0,,,,,,,
4109,4109,303,Brisbane - South,1.0,100.0,,,,,,,
4110,4110,303,Brisbane - South,0.9998866,99.9886592,,,,,,,
4110,4110,310,Ipswich,0.0001134,0.0113408,,,,,,,
4111,4111,303,Brisbane - South,1.0,100.0,,,,,,,
4112,4112,303,Brisbane - South,1.0,100.0,,,,,,,
4113,4113,303,Brisbane - South,1.0,100.0,,,,,,,
4114,4114,311,Logan - Beaudesert,0.9999981,99.9998149,,,,,,,
4115,4115,303,Brisbane - South,1.0,100.0,,,,,,,
4116,4116,303,Brisbane - South,1.0,100.0,,,,,,,
4117,4117,303,Brisbane - South,0.0351191,3.511908,,,,,,,
4117,4117,311,Logan - Beaudesert,0.9648809,96.488092,,,,,,,
4118,4118,311,Logan - Beaudesert,1.0,99.9999999,,,,,,,
4119,4119,311,Logan - Beaudesert,1.0,99.9999977,,,,,,,
4120,4120,303,Brisbane - South,1.0,100.0,,,,,,,
4121,4121,303,Brisbane - South,1.0,100.0,,,,,,,
4122,4122,303,Brisbane - South,1.0,100.0,,,,,,,
4123,4123,303,Brisbane - South,0.0671258,6.7125822,,,,,,,
4123,4123,311,Logan - Beaudesert,0.9328742,93.2874178,,,,,,,
4124,4124,310,Ipswich,0.0052835,0.5283464,,,,,,,
4124,4124,311,Logan - Beaudesert,0.9947165,99.4716536,,,,,,,
4125,4125,311,Logan - Beaudesert,1.0,100.0,,,,,,,
4127,4127,303,Brisbane - South,0.0002074,0.0207393,,,,,,,
4127,4127,311,Logan - Beaudesert,0.9997926,99.9792607,,,,,,,
4128,4128,311,Logan - Beaudesert,1.0,99.9999999,,,,,,,
4129,4129,311,Logan - Beaudesert,1.0,100.0,,,,,,,
4130,4130,311,Logan - Beaudesert,1.0,100.0,,,,,,,
4131,4131,311,Logan - Beaudesert,1.0,100.0,,,,,,,
4132,4132,311,Logan - Beaudesert,1.0,100.0,,,,,,,
4133,4133,311,Logan - Beaudesert,1.0,100.0,,,,,,,
4151,4151,303,Brisbane - South,0.9970356,99.7035554,,,,,,,
4151,4151,305,Brisbane Inner City,0.0029644,0.2964446,,,,,,,
4152,4152,303,Brisbane - South,0.9932947,99.3294678,,,,,,,
4152,4152,305,Brisbane Inner City,0.0067053,0.6705322,,,,,,,
4153,4153,301,Brisbane - East,0.9450534,94.5053411,,,,,,,
4153,4153,303,Brisbane - South,0.0549466,5.4946589,,,,,,,
4154,4154,301,Brisbane - East,1.0,100.0,,,,,,,
4155,4155,301,Brisbane - East,1.0,100.0,,,,,,,
4156,4156,301,Brisbane - East,0.0246239,2.4623921,,,,,,,
4156,4156,303,Brisbane - South,0.9753761,97.5376079,,,,,,,
4157,4157,301,Brisbane - East,1.0,100.0,,,,,,,
4158,4158,301,Brisbane - East,1.0,100.0,,,,,,,
4159,4159,301,Brisbane - East,1.0,100.0,,,,,,,
4160,4160,301,Brisbane - East,1.0,100.0,,,,,,,
4161,4161,301,Brisbane - East,1.0,100.0,,,,,,,
4163,4163,301,Brisbane - East,1.0,100.0,,,,,,,
4164,4164,301,Brisbane - East,1.0,100.0,,,,,,,
4165,4165,301,Brisbane - East,1.0,100.0,,,,,,,
4169,4169,303,Brisbane - South,0.0007942,0.0794209,,,,,,,
4169,4169,305,Brisbane Inner City,0.9992058,99.9205791,,,,,,,
4170,4170,301,Brisbane - East,0.0012045,0.1204485,,,,,,,
4170,4170,303,Brisbane - South,0.2084581,20.8458121,,,,,,,
4170,4170,305,Brisbane Inner City,0.7903374,79.0337394,,,,,,,
4171,4171,305,Brisbane Inner City,1.0,100.0,,,,,,,
4172,4172,301,Brisbane - East,0.9906801,99.0680066,,,,,,,
4172,4172,303,Brisbane - South,0.009194,0.919396,,,,,,,
4172,4172,305,Brisbane Inner City,0.000126,0.0125974,,,,,,,
4173,4173,301,Brisbane - East,1.0,100.0,,,,,,,
4174,4174,301,Brisbane - East,1.0,100.0,,,,,,,
4178,4178,301,Brisbane - East,1.0,99.9999999,,,,,,,
4179,4179,301,Brisbane - East,1.0,100.0,,,,,,,
4183,4183,301,Brisbane - East,1.0,99.9999989,,,,,,,
4184,4184,301,Brisbane - East,1.0,100.0,,,,,,,
4205,4205,311,Logan - Beaudesert,1.0,100.0,,,,,,,
4207,4207,309,Gold Coast,0.0830487,8.3048728,,,,,,,
4207,4207,311,Logan - Beaudesert,0.9169513,91.6951272,,,,,,,
4208,4208,309,Gold Coast,1.0,100.0,,,,,,,
4209,4209,309,Gold Coast,1.0,100.0,,,,,,,
4210,4210,309,Gold Coast,1.0,100.0,,,,,,,
4211,4211,309,Gold Coast,1.0,99.9999999,,,,,,,
4212,4212,309,Gold Coast,1.0,100.0,,,,,,,
4213,4213,309,Gold Coast,1.0,100.0,,,,,,,
4214,4214,309,Gold Coast,1.0,100.0,,,,,,,
4215,4215,309,Gold Coast,1.0,100.0,,,,,,,
4216,4216,309,Gold Coast,1.0,100.0,,,,,,,
4217,4217,309,Gold Coast,1.0,100.0,,,,,,,
4218,4218,309,Gold Coast,1.0,100.0,,,,,,,
4219,4219,309,Gold Coast,1.0,100.0,,,,,,,
4220,4220,309,Gold Coast,1.0,100.0,,,,,,,
4221,4221,309,Gold Coast,1.0,100.0,,,,,,,
4223,4223,309,Gold Coast,1.0,100.0,,,,,,,
4224,4224,309,Gold Coast,1.0,100.0,,,,,,,
4225,4225,309,Gold Coast,1.0,100.0,,,,,,,
4226,4226,309,Gold Coast,1.0,100.0,,,,,,,
4227,4227,309,Gold Coast,1.0,100.0,,,,,,,
4228,4228,309,Gold Coast,1.0,100.0,,,,,,,
4229,4229,309,Gold Coast,1.0,100.0,,,,,,,
4230,4230,309,Gold Coast,1.0,100.0,,,,,,,
4270,4270,309,Gold Coast,0.6710397,67.1039702,,,,,,,
4270,4270,311,Logan - Beaudesert,0.3289603,32.8960298,,,,,,,
4271,4271,309,Gold Coast,1.0,100.0,,,,,,,
4272,4272,309,Gold Coast,1.0,100.0,,,,,,,
4275,4275,309,Gold Coast,0.9462296,94.6229611,,,,,,,
4275,4275,311,Logan - Beaudesert,0.0537704,5.3770389,,,,,,,
4280,4280,311,Logan - Beaudesert,1.0,100.0,,,,,,,
4285,4285,310,Ipswich,0.0020561,0.205614,,,,,,,
4285,4285,311,Logan - Beaudesert,0.9979439,99.794386,,,,,,,
4287,4287,310,Ipswich,0.0020321,0.2032096,,,,,,,
4287,4287,311,Logan - Beaudesert,0.9979679,99.7967904,,,,,,,
4300,4300,310,Ipswich,1.0,100.0,,,,,,,
4301,4301,310,Ipswich,1.0,100.0,,,,,,,
4303,4303,310,Ipswich,1.0,100.0,,,,,,,
4304,4304,310,Ipswich,1.0,100.0,,,,,,,
4305,4305,310,Ipswich,1.0,100.0,,,,,,,
4306,4306,307,Darling Downs - Maranoa,0.0047317,0.4731728,,,,,,,
4306,4306,310,Ipswich,0.9070776,90.7077631,,,,,,,
4306,4306,313,Moreton Bay - North,0.0209973,2.0997255,,,,,,,
4306,4306,319,Wide Bay,0.0671934,6.7193386,,,,,,,
4307,4307,310,Ipswich,1.0,100.0,,,,,,,
4309,4309,310,Ipswich,1.0,100.0,,,,,,,
4310,4310,310,Ipswich,1.0,100.0,,,,,,,
4311,4311,310,Ipswich,0.9998935,99.9893501,,,,,,,
4311,4311,317,Toowoomba,0.0001065,0.0106499,,,,,,,
4312,4312,310,Ipswich,1.0,100.0,,,,,,,
4313,4313,310,Ipswich,0.9383824,93.8382423,,,,,,,
4313,4313,313,Moreton Bay - North,0.0616176,6.1617577,,,,,,,
4340,4340,310,Ipswich,1.0,100.0,,,,,,,
4341,4341,310,Ipswich,1.0,100.0,,,,,,,
4342,4342,310,Ipswich,0.9989789,99.8978902,,,,,,,
4342,4342,317,Toowoomba,0.0010211,0.1021098,,,,,,,
4343,4343,310,Ipswich,0.0733199,7.3319892,,,,,,,
4343,4343,317,Toowoomba,0.9266801,92.6680108,,,,,,,
4344,4344,317,Toowoomba,1.0,100.0,,,,,,,
4345,4345,317,Toowoomba,1.0,100.0,,,,,,,
4346,4346,310,Ipswich,1.0,100.0,,,,,,,
4347,4347,317,Toowoomba,1.0,100.0,,,,,,,
4350,4350,307,Darling Downs - Maranoa,0.0039327,0.3932742,,,,,,,
4350,4350,317,Toowoomba,0.9960673,99.6067258,,,,,,,
4352,4352,307,Darling Downs - Maranoa,0.1207053,12.0705313,,,,,,,
4352,4352,317,Toowoomba,0.8792947,87.9294687,,,,,,,
4353,4353,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4354,4354,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4355,4355,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4356,4356,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4357,4357,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4358,4358,307,Darling Downs - Maranoa,0.3255526,32.5552625,,,,,,,
4358,4358,317,Toowoomba,0.6744474,67.4447375,,,,,,,
4359,4359,307,Darling Downs - Maranoa,0.9999991,99.9999055,,,,,,,
4360,4360,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4361,4361,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4362,4362,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4363,4363,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4364,4364,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4365,4365,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4370,4370,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4371,4371,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4372,4372,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4373,4373,307,Darling Downs - Maranoa,1.0,99.9999971,,,,,,,
4374,4374,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4375,4375,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4376,4376,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4377,4377,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4378,4378,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4380,4380,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4381,4381,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4382,4382,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4383,4383,110,New England and North West,0.2941975,29.4197512,,,,,,,
4383,4383,307,Darling Downs - Maranoa,0.7058025,70.5802488,,,,,,,
4384,4384,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4385,4385,110,New England and North West,0.0666157,6.6615694,,,,,,,
4385,4385,307,Darling Downs - Maranoa,0.9333843,93.3384306,,,,,,,
4387,4387,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4388,4388,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4390,4390,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4400,4400,307,Darling Downs - Maranoa,0.0750844,7.5084405,,,,,,,
4400,4400,317,Toowoomba,0.9249156,92.4915595,,,,,,,
4401,4401,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4402,4402,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4403,4403,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4404,4404,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4405,4405,307,Darling Downs - Maranoa,0.9975202,99.7520232,,,,,,,
4405,4405,319,Wide Bay,0.0024798,0.2479768,,,,,,,
4406,4406,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4407,4407,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4408,4408,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4410,4410,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4411,4411,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4412,4412,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4413,4413,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4415,4415,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4416,4416,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4417,4417,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4418,4418,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4419,4419,307,Darling Downs - Maranoa,0.9503628,95.0362787,,,,,,,
4419,4419,308,Fitzroy,0.0496372,4.9637213,,,,,,,
4420,4420,307,Darling Downs - Maranoa,0.0132828,1.3282782,,,,,,,
4420,4420,308,Fitzroy,0.9867172,98.6717218,,,,,,,
4421,4421,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4422,4422,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4423,4423,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4424,4424,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4425,4425,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4426,4426,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4427,4427,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4428,4428,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4454,4454,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4455,4455,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4461,4461,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4462,4462,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4465,4465,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4467,4467,307,Darling Downs - Maranoa,0.9773909,97.7390852,,,,,,,
4467,4467,315,Queensland - Outback,0.0226091,2.2609148,,,,,,,
4468,4468,315,Queensland - Outback,1.0,100.0,,,,,,,
4470,4470,315,Queensland - Outback,1.0,100.0,,,,,,,
4471,4471,315,Queensland - Outback,1.0,100.0,,,,,,,
4472,4472,315,Queensland - Outback,1.0,100.0,,,,,,,
4474,4474,315,Queensland - Outback,1.0,100.0,,,,,,,
4475,4475,315,Queensland - Outback,1.0,100.0,,,,,,,
4477,4477,315,Queensland - Outback,1.0,100.0,,,,,,,
4478,4478,315,Queensland - Outback,1.0,100.0,,,,,,,
4479,4479,315,Queensland - Outback,1.0,100.0,,,,,,,
4480,4480,315,Queensland - Outback,1.0,100.0,,,,,,,
4481,4481,315,Queensland - Outback,1.0,100.0,,,,,,,
4482,4482,315,Queensland - Outback,1.0,100.0,,,,,,,
4486,4486,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4487,4487,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4488,4488,307,Darling Downs - Maranoa,0.8921279,89.212788,,,,,,,
4488,4488,315,Queensland - Outback,0.1078721,10.787212,,,,,,,
4489,4489,315,Queensland - Outback,1.0,100.0,,,,,,,
4490,4490,315,Queensland - Outback,1.0,100.0,,,,,,,
4491,4491,315,Queensland - Outback,1.0,100.0,,,,,,,
4492,4492,315,Queensland - Outback,1.0,100.0,,,,,,,
4493,4493,105,Far West and Orana,0.2666556,26.6655557,,,,,,,
4493,4493,315,Queensland - Outback,0.7333444,73.3344443,,,,,,,
4494,4494,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4496,4496,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4497,4497,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4498,4498,307,Darling Downs - Maranoa,1.0,100.0,,,,,,,
4500,4500,314,Moreton Bay - South,1.0,99.9999997,,,,,,,
4501,4501,314,Moreton Bay - South,1.0,100.0,,,,,,,
4502,4502,314,Moreton Bay - South,1.0,100.0,,,,,,,
4503,4503,314,Moreton Bay - South,1.0,100.0,,,,,,,
4504,4504,313,Moreton Bay - North,1.0,100.0,,,,,,,
4505,4505,313,Moreton Bay - North,1.0,100.0,,,,,,,
4506,4506,313,Moreton Bay - North,1.0,100.0,,,,,,,
4507,4507,313,Moreton Bay - North,1.0,100.0,,,,,,,
4508,4508,313,Moreton Bay - North,1.0,100.0,,,,,,,
4509,4509,314,Moreton Bay - South,1.0,100.0,,,,,,,
4510,4510,313,Moreton Bay - North,1.0,100.0,,,,,,,
4511,4511,313,Moreton Bay - North,1.0,100.0,,,,,,,
4512,4512,313,Moreton Bay - North,1.0,100.0,,,,,,,
4514,4514,313,Moreton Bay - North,1.0,100.0,,,,,,,
4515,4515,313,Moreton Bay - North,1.0,100.0,,,,,,,
4516,4516,313,Moreton Bay - North,1.0,100.0,,,,,,,
4517,4517,316,Sunshine Coast,1.0,100.0,,,,,,,
4518,4518,316,Sunshine Coast,1.0,99.9999995,,,,,,,
4519,4519,316,Sunshine Coast,1.0,100.0,,,,,,,
4520,4520,304,Brisbane - West,0.0024846,0.248458,,,,,,,
4520,4520,314,Moreton Bay - South,0.9975154,99.7515418,,,,,,,
4521,4521,313,Moreton Bay - North,0.1270916,12.7091612,,,,,,,
4521,4521,314,Moreton Bay - South,0.8729084,87.2908388,,,,,,,
4550,4550,316,Sunshine Coast,1.0,100.0,,,,,,,
4551,4551,316,Sunshine Coast,1.0,100.0,,,,,,,
4552,4552,313,Moreton Bay - North,0.0162759,1.6275904,,,,,,,
4552,4552,316,Sunshine Coast,0.9837241,98.3724096,,,,,,,
4553,4553,316,Sunshine Coast,1.0,100.0,,,,,,,
4554,4554,316,Sunshine Coast,1.0,100.0,,,,,,,
4555,4555,316,Sunshine Coast,1.0,100.0,,,,,,,
4556,4556,316,Sunshine Coast,1.0,100.0,,,,,,,
4557,4557,316,Sunshine Coast,1.0,100.0,,,,,,,
4558,4558,316,Sunshine Coast,1.0,100.0,,,,,,,
4559,4559,316,Sunshine Coast,1.0,100.0,,,,,,,
4560,4560,316,Sunshine Coast,1.0,100.0,,,,,,,
4561,4561,316,Sunshine Coast,1.0,100.0,,,,,,,
4562,4562,316,Sunshine Coast,1.0,100.0,,,,,,,
4563,4563,316,Sunshine Coast,0.9501205,95.012049,,,,,,,
4563,4563,319,Wide Bay,0.0498795,4.987951,,,,,,,
4564,4564,316,Sunshine Coast,1.0,100.0,,,,,,,
4565,4565,316,Sunshine Coast,1.0,99.9999998,,,,,,,
4566,4566,316,Sunshine Coast,1.0,100.0,,,,,,,
4567,4567,316,Sunshine Coast,1.0,100.0,,,,,,,
4568,4568,316,Sunshine Coast,1.0,100.0,,,,,,,
4569,4569,316,Sunshine Coast,1.0,100.0,,,,,,,
4570,4570,319,Wide Bay,0.9999448,99.9944835,,,,,,,
4571,4571,316,Sunshine Coast,1.0,100.0,,,,,,,
4572,4572,316,Sunshine Coast,1.0,100.0,,,,,,,
4573,4573,316,Sunshine Coast,1.0,100.0,,,,,,,
4574,4574,316,Sunshine Coast,0.9173532,91.7353158,,,,,,,
4574,4574,319,Wide Bay,0.0826468,8.2646842,,,,,,,
4575,4575,316,Sunshine Coast,1.0,100.0,,,,,,,
4580,4580,319,Wide Bay,1.0,100.0,,,,,,,
4581,4581,319,Wide Bay,1.0,100.0,,,,,,,
4600,4600,319,Wide Bay,1.0,100.0,,,,,,,
4601,4601,319,Wide Bay,1.0,100.0,,,,,,,
4605,4605,319,Wide Bay,1.0,100.0,,,,,,,
4606,4606,319,Wide Bay,1.0,100.0,,,,,,,
4608,4608,319,Wide Bay,1.0,100.0,,,,,,,
4610,4610,307,Darling Downs - Maranoa,0.0054454,0.5445424,,,,,,,
4610,4610,319,Wide Bay,0.9945546,99.4554576,,,,,,,
4611,4611,319,Wide Bay,1.0,100.0,,,,,,,
4612,4612,319,Wide Bay,1.0,100.0,,,,,,,
4613,4613,319,Wide Bay,1.0,100.0,,,,,,,
4614,4614,307,Darling Downs - Maranoa,0.9991564,99.9156386,,,,,,,
4614,4614,319,Wide Bay,0.0008436,0.0843614,,,,,,,
4615,4615,319,Wide Bay,1.0,100.0,,,,,,,
4620,4620,319,Wide Bay,1.0,100.0,,,,,,,
4621,4621,319,Wide Bay,1.0,100.0,,,,,,,
4625,4625,319,Wide Bay,1.0,100.0,,,,,,,
4626,4626,307,Darling Downs - Maranoa,0.0033896,0.3389649,,,,,,,
4626,4626,319,Wide Bay,0.9966104,99.6610351,,,,,,,
4627,4627,319,Wide Bay,1.0,100.0,,,,,,,
4630,4630,319,Wide Bay,1.0,100.0,,,,,,,
4650,4650,319,Wide Bay,1.0,100.0,,,,,,,
4655,4655,319,Wide Bay,0.9999956,99.9995595,,,,,,,
4659,4659,319,Wide Bay,1.0,100.0,,,,,,,
4660,4660,319,Wide Bay,1.0,100.0,,,,,,,
4662,4662,319,Wide Bay,1.0,100.0,,,,,,,
4670,4670,319,Wide Bay,1.0,99.9999987,,,,,,,
4671,4671,319,Wide Bay,1.0,100.0,,,,,,,
4673,4673,319,Wide Bay,1.0,100.0,,,,,,,
4674,4674,308,Fitzroy,0.999362,99.9361983,,,,,,,
4674,4674,319,Wide Bay,0.000638,0.0638017,,,,,,,
4676,4676,308,Fitzroy,0.9999934,99.9993422,,,,,,,
4677,4677,308,Fitzroy,1.0,100.0,,,,,,,
4678,4678,308,Fitzroy,1.0,100.0,,,,,,,
4680,4680,308,Fitzroy,0.9993699,99.9369919,,,,,,,
4694,4694,308,Fitzroy,1.0,100.0,,,,,,,
4695,4695,308,Fitzroy,1.0,100.0,,,,,,,
4697,4697,308,Fitzroy,1.0,100.0,,,,,,,
4699,4699,308,Fitzroy,1.0,100.0,,,,,,,
4700,4700,308,Fitzroy,1.0,100.0,,,,,,,
4701,4701,308,Fitzroy,1.0,100.0,,,,,,,
4702,4702,308,Fitzroy,0.9999892,99.9989229,,,,,,,
4703,4703,308,Fitzroy,1.0,100.0,,,,,,,
4704,4704,308,Fitzroy,1.0,100.0,,,,,,,
4705,4705,308,Fitzroy,0.4081157,40.8115664,,,,,,,
4705,4705,312,Mackay,0.5918843,59.1884336,,,,,,,
4706,4706,308,Fitzroy,1.0,100.0,,,,,,,
4707,4707,312,Mackay,1.0,100.0,,,,,,,
4709,4709,308,Fitzroy,1.0,100.0,,,,,,,
4710,4710,308,Fitzroy,1.0,100.0,,,,,,,
4711,4711,308,Fitzroy,1.0,100.0,,,,,,,
4712,4712,308,Fitzroy,1.0,100.0,,,,,,,
4713,4713,308,Fitzroy,1.0,100.0,,,,,,,
4714,4714,308,Fitzroy,1.0,100.0,,,,,,,
4715,4715,308,Fitzroy,1.0,100.0,,,,,,,
4716,4716,308,Fitzroy,1.0,100.0,,,,,,,
4717,4717,308,Fitzroy,1.0,100.0,,,,,,,
4718,4718,308,Fitzroy,1.0,100.0,,,,,,,
4719,4719,308,Fitzroy,1.0,100.0,,,,,,,
4720,4720,308,Fitzroy,1.0,100.0,,,,,,,
